Wave,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
mid_month,2020-08-15,73,21,12,Connecticut,13
9,2020-08-26,50,19,7,Connecticut,14
month_end,2020-08-31,33,12,5,Connecticut,15
mid_month,2020-09-15,32,20,17,Connecticut,16
10,2020-09-30,40,20,9,Connecticut,17
mid_month,2020-10-15,52,29,15,Connecticut,18
11,2020-10-23,73,42,29,Connecticut,19
month_end,2020-10-31,108,74,39,Connecticut,20
12,2020-11-14,200,121,66,Connecticut,21
mid_month,2020-11-15,197,121,66,Connecticut,22
13,2020-11-30,345,224,133,Connecticut,23
mid_month,2020-12-15,707,424,220,Connecticut,24
month_end,2020-12-31,944,458,228,Connecticut,25
14,2021-01-10,997,533,225,Connecticut,26
mid_month,2021-01-15,1087,558,266,Connecticut,27
month_end,2021-01-31,1051,452,227,Connecticut,28
mid_month,2021-02-15,787,335,167,Connecticut,29
16,2021-02-28,602,241,99,Connecticut,30
mid_month,2021-03-15,384,143,61,Connecticut,31
month_end,2021-03-31,263,86,40,Connecticut,32
mid_month,2021-04-15,196,95,49,Connecticut,33
month_end,2021-04-30,199,94,45,Connecticut,34
17,2021-05-03,193,102,50,Connecticut,35
mid_month,2021-05-15,189,76,36,Connecticut,36
month_end,2021-05-31,141,65,26,Connecticut,37
mid_month,2021-06-15,90,25,10,Connecticut,38
month_end,2021-06-30,38,13,5,Connecticut,39
18,2021-07-15,16,1,1,Connecticut,40
month_end,2021-07-31,15,11,7,Connecticut,41
mid_month,2021-08-15,25,14,11,Connecticut,42
month_end,2021-08-31,65,51,23,Connecticut,43
mid_month,2021-09-15,139,88,51,Connecticut,44
19,2021-09-27,143,77,38,Connecticut,45
month_end,2021-09-30,271,182,145,Connecticut,46
mid_month,2021-10-15,261,78,40,Connecticut,47
month_end,2021-10-31,135,46,25,Connecticut,48
mid_month,2021-11-15,91,45,19,Connecticut,49
month_end,2021-11-30,100,38,11,Connecticut,50
20,2021-12-02,143,75,44,Connecticut,51
mid_month,2021-12-15,191,95,55,Connecticut,52
month_end,2021-12-31,255,158,83,Connecticut,53
mid_month,2022-01-15,554,396,179,Connecticut,54
21,2022-01-24,692,392,213,Connecticut,55
month_end,2022-01-31,825,429,216,Connecticut,56
mid_month,2022-02-15,704,250,101,Connecticut,57
month_end,2022-02-28,480,205,108,Connecticut,58
mid_month,2022-03-15,395,185,113,Connecticut,59
month_end,2022-03-31,309,102,39,Connecticut,60
22,2022-04-09,192,42,22,Connecticut,61
mid_month,2022-04-15,134,30,14,Connecticut,62
month_end,2022-04-30,71,37,16,Connecticut,63
mid_month,2022-05-15,105,64,40,Connecticut,64
month_end,2022-05-31,91,27,15,Connecticut,65
mid_month,2022-06-15,101,74,17,Connecticut,66
month_end,2022-06-30,104,30,12,Connecticut,67
23,2022-07-05,72,30,11,Connecticut,68
mid_month,2022-07-15,70,40,30,Connecticut,69
month_end,2022-07-31,57,17,9,Connecticut,70
mid_month,2022-08-15,79,62,26,Connecticut,71
month_end,2022-08-31,157,80,65,Connecticut,72
24,2022-09-11,135,102,30,Connecticut,73
mid_month,2022-09-15,153,48,23,Connecticut,74
month_end,2022-09-30,106,36,22,Connecticut,75
mid_month,2022-10-15,86,38,18,Connecticut,76
month_end,2022-10-31,98,53,39,Connecticut,77
25,2022-11-09,93,30,0,Connecticut,78
mid_month,2022-11-15,127,74,59,Connecticut,79
month_end,2022-11-30,124,38,15,Connecticut,80
mid_month,2022-12-15,122,72,56,Connecticut,81
month_end,2022-12-31,194,116,48,Connecticut,82
mid_month,2023-01-15,205,83,61,Connecticut,83
26,2023-01-17,199,83,61,Connecticut,84
month_end,2023-01-31,160,77,36,Connecticut,85
mid_month,2023-02-15,172,72,63,Connecticut,86
month_end,2023-02-28,204,109,59,Connecticut,87
mid_month,2023-03-15,184,75,24,Connecticut,88
month_end,2023-03-31,75,0,0,Connecticut,89
mid_month,2023-04-15,0,0,0,Connecticut,90
month_end,2023-04-30,0,0,0,Connecticut,91
27,2023-05-05,0,0,0,Connecticut,92
mid_month,2023-05-15,0,0,0,Connecticut,93
month_end,2023-05-31,0,0,0,Connecticut,94
mid_month,2020-03-15,0,0,0,Delaware,0
month_end,2020-03-31,0,0,0,Delaware,1
mid_month,2020-04-15,61,61,61,Delaware,2
1,2020-04-30,206,138,87,Delaware,3
2,2020-05-15,306,155,79,Delaware,4
month_end,2020-05-31,282,106,53,Delaware,5
3,2020-06-01,273,99,48,Delaware,6
mid_month,2020-06-15,163,44,17,Delaware,7
5,2020-06-28,79,22,10,Delaware,8
month_end,2020-06-30,71,22,8,Delaware,9
mid_month,2020-07-15,40,15,8,Delaware,10
7,2020-07-26,35,18,11,Delaware,11
month_end,2020-07-31,31,16,7,Delaware,12
mid_month,2020-08-15,27,10,2,Delaware,13
9,2020-08-26,19,6,3,Delaware,14
month_end,2020-08-31,17,7,1,Delaware,15
mid_month,2020-09-15,23,14,5,Delaware,16
10,2020-09-30,36,19,13,Delaware,17
mid_month,2020-10-15,47,26,12,Delaware,18
11,2020-10-23,63,33,19,Delaware,19
month_end,2020-10-31,79,48,26,Delaware,20
12,2020-11-14,87,34,16,Delaware,21
mid_month,2020-11-15,84,31,14,Delaware,22
13,2020-11-30,86,48,27,Delaware,23
mid_month,2020-12-15,140,86,52,Delaware,24
month_end,2020-12-31,235,129,66,Delaware,25
14,2021-01-10,252,111,56,Delaware,26
mid_month,2021-01-15,265,117,66,Delaware,27
month_end,2021-01-31,240,113,47,Delaware,28
mid_month,2021-02-15,179,56,26,Delaware,29
16,2021-02-28,126,62,52,Delaware,30
mid_month,2021-03-15,155,85,34,Delaware,31
month_end,2021-03-31,137,45,24,Delaware,32
mid_month,2021-04-15,80,32,24,Delaware,33
month_end,2021-04-30,65,29,20,Delaware,34
17,2021-05-03,61,24,10,Delaware,35
mid_month,2021-05-15,60,26,22,Delaware,36
month_end,2021-05-31,36,10,2,Delaware,37
mid_month,2021-06-15,28,18,2,Delaware,38
month_end,2021-06-30,33,15,3,Delaware,39
18,2021-07-15,17,2,1,Delaware,40
month_end,2021-07-31,136,133,132,Delaware,41
mid_month,2021-08-15,142,5,3,Delaware,42
month_end,2021-08-31,44,39,23,Delaware,43
mid_month,2021-09-15,64,22,11,Delaware,44
19,2021-09-27,67,42,22,Delaware,45
month_end,2021-09-30,76,42,24,Delaware,46
mid_month,2021-10-15,103,51,28,Delaware,47
month_end,2021-10-31,137,59,27,Delaware,48
mid_month,2021-11-15,120,50,22,Delaware,49
month_end,2021-11-30,82,32,14,Delaware,50
20,2021-12-02,88,36,15,Delaware,51
mid_month,2021-12-15,84,47,22,Delaware,52
month_end,2021-12-31,108,55,31,Delaware,53
mid_month,2022-01-15,166,110,66,Delaware,54
21,2022-01-24,209,115,56,Delaware,55
month_end,2022-01-31,245,107,51,Delaware,56
mid_month,2022-02-15,219,112,67,Delaware,57
month_end,2022-02-28,211,66,14,Delaware,58
mid_month,2022-03-15,164,98,56,Delaware,59
month_end,2022-03-31,137,34,11,Delaware,60
22,2022-04-09,119,34,25,Delaware,61
mid_month,2022-04-15,73,38,13,Delaware,62
month_end,2022-04-30,61,13,11,Delaware,63
mid_month,2022-05-15,47,24,3,Delaware,64
month_end,2022-05-31,49,25,17,Delaware,65
mid_month,2022-06-15,39,14,8,Delaware,66
month_end,2022-06-30,28,14,2,Delaware,67
23,2022-07-05,23,7,1,Delaware,68
mid_month,2022-07-15,31,17,17,Delaware,69
month_end,2022-07-31,40,16,3,Delaware,70
mid_month,2022-08-15,28,12,10,Delaware,71
month_end,2022-08-31,18,6,3,Delaware,72
24,2022-09-11,52,38,10,Delaware,73
mid_month,2022-09-15,44,38,8,Delaware,74
month_end,2022-09-30,62,24,16,Delaware,75
mid_month,2022-10-15,56,25,24,Delaware,76
month_end,2022-10-31,36,11,11,Delaware,77
25,2022-11-09,35,11,0,Delaware,78
mid_month,2022-11-15,25,14,14,Delaware,79
month_end,2022-11-30,25,24,9,Delaware,80
mid_month,2022-12-15,24,13,13,Delaware,81
month_end,2022-12-31,34,21,1,Delaware,82
mid_month,2023-01-15,35,14,2,Delaware,83
26,2023-01-17,35,14,2,Delaware,84
month_end,2023-01-31,48,34,11,Delaware,85
mid_month,2023-02-15,68,34,23,Delaware,86
month_end,2023-02-28,55,21,1,Delaware,87
mid_month,2023-03-15,36,15,0,Delaware,88
month_end,2023-03-31,15,0,0,Delaware,89
mid_month,2023-04-15,0,0,0,Delaware,90
month_end,2023-04-30,0,0,0,Delaware,91
27,2023-05-05,0,0,0,Delaware,92
mid_month,2023-05-15,0,0,0,Delaware,93
month_end,2023-05-31,0,0,0,Delaware,94
mid_month,2020-03-15,0,0,0,District of Columbia,0
month_end,2020-03-31,0,0,0,District of Columbia,1
mid_month,2020-04-15,67,67,67,District of Columbia,2
1,2020-04-30,205,133,78,District of Columbia,3
2,2020-05-15,291,134,73,District of Columbia,4
month_end,2020-05-31,238,87,35,District of Columbia,5
3,2020-06-01,235,83,34,District of Columbia,6
mid_month,2020-06-15,147,49,26,District of Columbia,7
5,2020-06-28,95,37,17,District of Columbia,8
month_end,2020-06-30,89,36,16,District of Columbia,9
mid_month,2020-07-15,53,17,7,District of Columbia,10
7,2020-07-26,38,13,3,District of Columbia,11
month_end,2020-07-31,33,10,3,District of Columbia,12
mid_month,2020-08-15,23,10,5,District of Columbia,13
9,2020-08-26,23,11,5,District of Columbia,14
month_end,2020-08-31,22,9,2,District of Columbia,15
mid_month,2020-09-15,19,9,5,District of Columbia,16
10,2020-09-30,20,10,5,District of Columbia,17
mid_month,2020-10-15,22,11,7,District of Columbia,18
11,2020-10-23,21,8,4,District of Columbia,19
month_end,2020-10-31,19,5,4,District of Columbia,20
12,2020-11-14,19,11,5,District of Columbia,21
mid_month,2020-11-15,20,12,4,District of Columbia,22
13,2020-11-30,34,20,10,District of Columbia,23
mid_month,2020-12-15,58,36,15,District of Columbia,24
month_end,2020-12-31,100,60,29,District of Columbia,25
14,2021-01-10,105,51,21,District of Columbia,26
mid_month,2021-01-15,122,56,34,District of Columbia,27
month_end,2021-01-31,123,62,39,District of Columbia,28
mid_month,2021-02-15,137,66,27,District of Columbia,29
16,2021-02-28,108,31,16,District of Columbia,30
mid_month,2021-03-15,65,24,11,District of Columbia,31
month_end,2021-03-31,44,19,10,District of Columbia,32
mid_month,2021-04-15,46,24,12,District of Columbia,33
month_end,2021-04-30,44,15,7,District of Columbia,34
17,2021-05-03,37,10,7,District of Columbia,35
mid_month,2021-05-15,28,11,6,District of Columbia,36
month_end,2021-05-31,27,12,5,District of Columbia,37
mid_month,2021-06-15,20,6,2,District of Columbia,38
month_end,2021-06-30,9,3,0,District of Columbia,39
18,2021-07-15,7,4,2,District of Columbia,40
month_end,2021-07-31,8,3,3,District of Columbia,41
mid_month,2021-08-15,5,1,1,District of Columbia,42
month_end,2021-08-31,10,9,4,District of Columbia,43
mid_month,2021-09-15,17,7,4,District of Columbia,44
19,2021-09-27,13,7,5,District of Columbia,45
month_end,2021-09-30,15,7,3,District of Columbia,46
mid_month,2021-10-15,16,9,2,District of Columbia,47
month_end,2021-10-31,16,7,4,District of Columbia,48
mid_month,2021-11-15,11,4,1,District of Columbia,49
month_end,2021-11-30,6,1,0,District of Columbia,50
20,2021-12-02,5,1,0,District of Columbia,51
mid_month,2021-12-15,9,7,6,District of Columbia,52
month_end,2021-12-31,15,7,4,District of Columbia,53
mid_month,2022-01-15,52,44,30,District of Columbia,54
21,2022-01-24,60,40,12,District of Columbia,55
month_end,2022-01-31,73,29,17,District of Columbia,56
mid_month,2022-02-15,54,25,5,District of Columbia,57
month_end,2022-02-28,33,8,3,District of Columbia,58
mid_month,2022-03-15,17,8,5,District of Columbia,59
month_end,2022-03-31,13,4,2,District of Columbia,60
22,2022-04-09,9,2,0,District of Columbia,61
mid_month,2022-04-15,7,0,0,District of Columbia,62
month_end,2022-04-30,9,7,7,District of Columbia,63
mid_month,2022-05-15,8,1,1,District of Columbia,64
month_end,2022-05-31,2,1,0,District of Columbia,65
mid_month,2022-06-15,7,6,1,District of Columbia,66
month_end,2022-06-30,7,1,0,District of Columbia,67
23,2022-07-05,4,2,2,District of Columbia,68
mid_month,2022-07-15,6,5,3,District of Columbia,69
month_end,2022-07-31,15,10,1,District of Columbia,70
mid_month,2022-08-15,20,10,5,District of Columbia,71
month_end,2022-08-31,17,7,5,District of Columbia,72
24,2022-09-11,13,1,0,District of Columbia,73
mid_month,2022-09-15,8,1,0,District of Columbia,74
month_end,2022-09-30,11,10,9,District of Columbia,75
mid_month,2022-10-15,10,0,0,District of Columbia,76
month_end,2022-10-31,5,5,5,District of Columbia,77
25,2022-11-09,5,5,0,District of Columbia,78
mid_month,2022-11-15,10,5,5,District of Columbia,79
month_end,2022-11-30,6,1,0,District of Columbia,80
mid_month,2022-12-15,5,4,0,District of Columbia,81
month_end,2022-12-31,8,4,0,District of Columbia,82
mid_month,2023-01-15,8,4,4,District of Columbia,83
26,2023-01-17,8,4,4,District of Columbia,84
month_end,2023-01-31,11,7,1,District of Columbia,85
mid_month,2023-02-15,10,3,3,District of Columbia,86
month_end,2023-02-28,5,2,1,District of Columbia,87
mid_month,2023-03-15,7,5,2,District of Columbia,88
month_end,2023-03-31,5,0,0,District of Columbia,89
mid_month,2023-04-15,0,0,0,District of Columbia,90
month_end,2023-04-30,0,0,0,District of Columbia,91
27,2023-05-05,0,0,0,District of Columbia,92
mid_month,2023-05-15,0,0,0,District of Columbia,93
month_end,2023-05-31,0,0,0,District of Columbia,94
mid_month,2020-03-15,0,0,0,Florida,0
month_end,2020-03-31,0,0,0,Florida,1
mid_month,2020-04-15,571,571,571,Florida,2
1,2020-04-30,1218,622,325,Florida,3
2,2020-05-15,1304,607,275,Florida,4
month_end,2020-05-31,1179,483,214,Florida,5
3,2020-06-01,1137,478,214,Florida,6
mid_month,2020-06-15,1014,480,231,Florida,7
5,2020-06-28,1026,465,246,Florida,8
month_end,2020-06-30,1000,509,274,Florida,9
mid_month,2020-07-15,1478,904,568,Florida,10
7,2020-07-26,2450,1580,882,Florida,11
month_end,2020-07-31,3081,1909,1068,Florida,12
mid_month,2020-08-15,4620,2298,1214,Florida,13
9,2020-08-26,4726,2027,822,Florida,14
month_end,2020-08-31,4276,1667,794,Florida,15
mid_month,2020-09-15,3297,1455,771,Florida,16
10,2020-09-30,3024,1356,727,Florida,17
mid_month,2020-10-15,2953,1278,691,Florida,18
11,2020-10-23,2851,1199,531,Florida,19
month_end,2020-10-31,2403,890,380,Florida,20
12,2020-11-14,1850,725,431,Florida,21
mid_month,2020-11-15,1753,728,389,Florida,22
13,2020-11-30,1780,982,509,Florida,23
mid_month,2020-12-15,2514,1406,721,Florida,24
month_end,2020-12-31,2949,1342,672,Florida,25
14,2021-01-10,3213,1669,914,Florida,26
mid_month,2021-01-15,3531,1940,1132,Florida,27
month_end,2021-01-31,4687,2356,1196,Florida,28
mid_month,2021-02-15,4980,2300,1083,Florida,29
16,2021-02-28,4699,2051,921,Florida,30
mid_month,2021-03-15,3690,1403,572,Florida,31
month_end,2021-03-31,2486,889,518,Florida,32
mid_month,2021-04-15,1816,739,342,Florida,33
month_end,2021-04-30,1746,846,388,Florida,34
17,2021-05-03,1682,829,420,Florida,35
mid_month,2021-05-15,1836,839,365,Florida,36
month_end,2021-05-31,1613,699,300,Florida,37
mid_month,2021-06-15,1209,491,280,Florida,38
month_end,2021-06-30,998,507,217,Florida,39
18,2021-07-15,892,385,172,Florida,40
month_end,2021-07-31,1307,691,409,Florida,41
mid_month,2021-08-15,2609,1687,1071,Florida,42
month_end,2021-08-31,5474,3430,1837,Florida,43
mid_month,2021-09-15,8488,4693,2281,Florida,44
19,2021-09-27,9601,4808,2340,Florida,45
month_end,2021-09-30,9518,4814,2179,Florida,46
mid_month,2021-10-15,8457,2702,1304,Florida,47
month_end,2021-10-31,4661,1811,867,Florida,48
mid_month,2021-11-15,2839,1028,364,Florida,49
month_end,2021-11-30,1868,693,391,Florida,50
20,2021-12-02,1878,702,401,Florida,51
mid_month,2021-12-15,1375,525,284,Florida,52
month_end,2021-12-31,932,289,133,Florida,53
mid_month,2022-01-15,1084,654,470,Florida,54
21,2022-01-24,1416,1075,605,Florida,55
month_end,2022-01-31,2451,1797,1192,Florida,56
mid_month,2022-02-15,4752,2645,1447,Florida,57
month_end,2022-02-28,4835,2218,888,Florida,58
mid_month,2022-03-15,4467,1955,713,Florida,59
month_end,2022-03-31,3054,892,258,Florida,60
22,2022-04-09,2141,511,256,Florida,61
mid_month,2022-04-15,1601,518,160,Florida,62
month_end,2022-04-30,810,259,118,Florida,63
mid_month,2022-05-15,522,230,93,Florida,64
month_end,2022-05-31,518,227,92,Florida,65
mid_month,2022-06-15,775,403,234,Florida,66
month_end,2022-06-30,1272,715,401,Florida,67
23,2022-07-05,1224,795,228,Florida,68
mid_month,2022-07-15,1537,690,371,Florida,69
month_end,2022-07-31,1765,903,467,Florida,70
mid_month,2022-08-15,1897,994,512,Florida,71
month_end,2022-08-31,2230,1046,552,Florida,72
24,2022-09-11,1961,835,381,Florida,73
mid_month,2022-09-15,1916,794,416,Florida,74
month_end,2022-09-30,1574,653,292,Florida,75
mid_month,2022-10-15,1263,494,249,Florida,76
month_end,2022-10-31,760,266,0,Florida,77
25,2022-11-09,880,365,365,Florida,78
mid_month,2022-11-15,631,365,0,Florida,79
month_end,2022-11-30,699,334,0,Florida,80
mid_month,2022-12-15,660,326,0,Florida,81
month_end,2022-12-31,1031,300,300,Florida,82
mid_month,2023-01-15,796,270,0,Florida,83
26,2023-01-17,570,270,0,Florida,84
month_end,2023-01-31,1021,751,0,Florida,85
mid_month,2023-02-15,1534,783,0,Florida,86
month_end,2023-02-28,1367,584,0,Florida,87
mid_month,2023-03-15,1140,556,0,Florida,88
month_end,2023-03-31,556,0,0,Florida,89
mid_month,2023-04-15,0,0,0,Florida,90
month_end,2023-04-30,0,0,0,Florida,91
27,2023-05-05,0,0,0,Florida,92
mid_month,2023-05-15,0,0,0,Florida,93
month_end,2023-05-31,0,0,0,Florida,94
mid_month,2020-03-15,0,0,0,Georgia,0
month_end,2020-03-31,0,0,0,Georgia,1
mid_month,2020-04-15,525,525,525,Georgia,2
1,2020-04-30,1101,549,253,Georgia,3
2,2020-05-15,1020,413,190,Georgia,4
month_end,2020-05-31,872,406,182,Georgia,5
3,2020-06-01,884,443,226,Georgia,6
mid_month,2020-06-15,863,398,271,Georgia,7
5,2020-06-28,803,329,134,Georgia,8
month_end,2020-06-30,780,290,136,Georgia,9
mid_month,2020-07-15,603,249,155,Georgia,10
7,2020-07-26,749,498,325,Georgia,11
month_end,2020-07-31,866,566,310,Georgia,12
mid_month,2020-08-15,1482,821,456,Georgia,13
9,2020-08-26,1764,911,468,Georgia,14
month_end,2020-08-31,1852,902,472,Georgia,15
mid_month,2020-09-15,1684,720,309,Georgia,16
10,2020-09-30,1390,597,321,Georgia,17
mid_month,2020-10-15,1117,449,211,Georgia,18
11,2020-10-23,1056,435,237,Georgia,19
month_end,2020-10-31,934,399,189,Georgia,20
12,2020-11-14,1435,950,297,Georgia,21
mid_month,2020-11-15,1464,977,309,Georgia,22
13,2020-11-30,1487,485,244,Georgia,23
mid_month,2020-12-15,1148,652,253,Georgia,24
month_end,2020-12-31,1394,618,327,Georgia,25
14,2021-01-10,1482,772,497,Georgia,26
mid_month,2021-01-15,1815,1041,745,Georgia,27
month_end,2021-01-31,3262,1905,950,Georgia,28
mid_month,2021-02-15,3733,1673,779,Georgia,29
16,2021-02-28,3467,1444,552,Georgia,30
mid_month,2021-03-15,2507,920,309,Georgia,31
month_end,2021-03-31,1692,700,399,Georgia,32
mid_month,2021-04-15,1338,545,295,Georgia,33
month_end,2021-04-30,1171,496,283,Georgia,34
17,2021-05-03,1036,454,237,Georgia,35
mid_month,2021-05-15,882,292,145,Georgia,36
month_end,2021-05-31,647,331,176,Georgia,37
mid_month,2021-06-15,653,321,172,Georgia,38
month_end,2021-06-30,575,241,83,Georgia,39
18,2021-07-15,369,104,60,Georgia,40
month_end,2021-07-31,253,118,62,Georgia,41
mid_month,2021-08-15,432,302,176,Georgia,42
month_end,2021-08-31,965,627,378,Georgia,43
mid_month,2021-09-15,2050,1288,686,Georgia,44
19,2021-09-27,2925,1737,901,Georgia,45
month_end,2021-09-30,3292,1670,800,Georgia,46
mid_month,2021-10-15,3537,1481,554,Georgia,47
month_end,2021-10-31,2981,1291,546,Georgia,48
mid_month,2021-11-15,2087,796,378,Georgia,49
month_end,2021-11-30,1406,600,235,Georgia,50
20,2021-12-02,1397,544,213,Georgia,51
mid_month,2021-12-15,1021,372,158,Georgia,52
month_end,2021-12-31,908,507,249,Georgia,53
mid_month,2022-01-15,1027,485,407,Georgia,54
21,2022-01-24,1085,773,366,Georgia,55
month_end,2022-01-31,1425,940,574,Georgia,56
mid_month,2022-02-15,2290,1242,673,Georgia,57
month_end,2022-02-28,2448,1240,559,Georgia,58
mid_month,2022-03-15,2171,832,399,Georgia,59
month_end,2022-03-31,1508,556,265,Georgia,60
22,2022-04-09,1306,561,275,Georgia,61
mid_month,2022-04-15,1182,489,206,Georgia,62
month_end,2022-04-30,883,283,147,Georgia,63
mid_month,2022-05-15,610,280,117,Georgia,64
month_end,2022-05-31,392,112,41,Georgia,65
mid_month,2022-06-15,204,92,48,Georgia,66
month_end,2022-06-30,381,219,132,Georgia,67
23,2022-07-05,337,219,132,Georgia,68
mid_month,2022-07-15,531,242,136,Georgia,69
month_end,2022-07-31,471,229,117,Georgia,70
mid_month,2022-08-15,498,269,146,Georgia,71
month_end,2022-08-31,582,313,160,Georgia,72
24,2022-09-11,556,243,103,Georgia,73
mid_month,2022-09-15,706,253,150,Georgia,74
month_end,2022-09-30,649,256,110,Georgia,75
mid_month,2022-10-15,423,167,74,Georgia,76
month_end,2022-10-31,345,178,74,Georgia,77
25,2022-11-09,322,144,70,Georgia,78
mid_month,2022-11-15,355,177,107,Georgia,79
month_end,2022-11-30,398,221,109,Georgia,80
mid_month,2022-12-15,441,174,174,Georgia,81
month_end,2022-12-31,347,173,56,Georgia,82
mid_month,2023-01-15,404,231,128,Georgia,83
26,2023-01-17,404,231,128,Georgia,84
month_end,2023-01-31,498,267,143,Georgia,85
mid_month,2023-02-15,513,246,107,Georgia,86
month_end,2023-02-28,417,171,87,Georgia,87
mid_month,2023-03-15,328,157,62,Georgia,88
month_end,2023-03-31,157,0,0,Georgia,89
mid_month,2023-04-15,0,0,0,Georgia,90
month_end,2023-04-30,0,0,0,Georgia,91
27,2023-05-05,0,0,0,Georgia,92
mid_month,2023-05-15,0,0,0,Georgia,93
month_end,2023-05-31,0,0,0,Georgia,94
mid_month,2020-03-15,0,0,0,Hawaii,0
month_end,2020-03-31,0,0,0,Hawaii,1
mid_month,2020-04-15,9,9,9,Hawaii,2
1,2020-04-30,16,7,4,Hawaii,3
2,2020-05-15,8,1,0,Hawaii,4
month_end,2020-05-31,1,0,0,Hawaii,5
3,2020-06-01,1,0,0,Hawaii,6
mid_month,2020-06-15,0,0,0,Hawaii,7
5,2020-06-28,1,1,1,Hawaii,8
month_end,2020-06-30,1,1,1,Hawaii,9
mid_month,2020-07-15,5,4,3,Hawaii,10
7,2020-07-26,9,7,2,Hawaii,11
month_end,2020-07-31,8,4,0,Hawaii,12
mid_month,2020-08-15,18,14,9,Hawaii,13
9,2020-08-26,23,15,8,Hawaii,14
month_end,2020-08-31,37,23,16,Hawaii,15
