Wave,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
1,2020-04-30,60,21,9,Idaho,3
2,2020-05-15,39,12,5,Idaho,4
month_end,2020-05-31,22,9,3,Idaho,5
3,2020-06-01,19,9,3,Idaho,6
mid_month,2020-06-15,15,5,4,Idaho,7
5,2020-06-28,9,4,2,Idaho,8
month_end,2020-06-30,9,4,2,Idaho,9
mid_month,2020-07-15,16,11,9,Idaho,10
7,2020-07-26,54,42,25,Idaho,11
month_end,2020-07-31,85,63,39,Idaho,12
mid_month,2020-08-15,155,77,36,Idaho,13
9,2020-08-26,180,80,44,Idaho,14
month_end,2020-08-31,171,90,52,Idaho,15
mid_month,2020-09-15,150,58,34,Idaho,16
10,2020-09-30,105,41,13,Idaho,17
mid_month,2020-10-15,97,47,16,Idaho,18
11,2020-10-23,102,50,36,Idaho,19
month_end,2020-10-31,157,103,64,Idaho,20
12,2020-11-14,236,126,73,Idaho,21
mid_month,2020-11-15,242,130,76,Idaho,22
13,2020-11-30,294,161,71,Idaho,23
mid_month,2020-12-15,435,265,139,Idaho,24
month_end,2020-12-31,474,172,79,Idaho,25
14,2021-01-10,392,174,80,Idaho,26
mid_month,2021-01-15,377,155,74,Idaho,27
month_end,2021-01-31,289,120,57,Idaho,28
mid_month,2021-02-15,200,78,36,Idaho,29
16,2021-02-28,139,57,34,Idaho,30
mid_month,2021-03-15,114,50,31,Idaho,31
month_end,2021-03-31,97,28,6,Idaho,32
mid_month,2021-04-15,90,44,26,Idaho,33
month_end,2021-04-30,88,30,17,Idaho,34
17,2021-05-03,80,29,15,Idaho,35
mid_month,2021-05-15,63,23,8,Idaho,36
month_end,2021-05-31,44,21,10,Idaho,37
mid_month,2021-06-15,47,26,10,Idaho,38
month_end,2021-06-30,59,33,9,Idaho,39
18,2021-07-15,49,13,3,Idaho,40
month_end,2021-07-31,45,24,14,Idaho,41
mid_month,2021-08-15,76,48,28,Idaho,42
month_end,2021-08-31,134,80,30,Idaho,43
mid_month,2021-09-15,260,142,96,Idaho,44
19,2021-09-27,426,281,117,Idaho,45
month_end,2021-09-30,523,294,167,Idaho,46
mid_month,2021-10-15,712,310,153,Idaho,47
month_end,2021-10-31,631,282,125,Idaho,48
mid_month,2021-11-15,494,207,99,Idaho,49
month_end,2021-11-30,383,169,59,Idaho,50
20,2021-12-02,378,148,58,Idaho,51
mid_month,2021-12-15,304,120,54,Idaho,52
month_end,2021-12-31,233,102,63,Idaho,53
mid_month,2022-01-15,213,108,35,Idaho,54
21,2022-01-24,223,85,48,Idaho,55
month_end,2022-01-31,243,131,83,Idaho,56
mid_month,2022-02-15,303,156,81,Idaho,57
month_end,2022-02-28,330,178,54,Idaho,58
mid_month,2022-03-15,267,68,23,Idaho,59
month_end,2022-03-31,122,42,13,Idaho,60
22,2022-04-09,88,28,19,Idaho,61
mid_month,2022-04-15,92,38,19,Idaho,62
month_end,2022-04-30,54,14,5,Idaho,63
mid_month,2022-05-15,22,6,5,Idaho,64
month_end,2022-05-31,13,6,1,Idaho,65
mid_month,2022-06-15,18,11,8,Idaho,66
month_end,2022-06-30,33,19,12,Idaho,67
23,2022-07-05,39,27,14,Idaho,68
mid_month,2022-07-15,43,21,6,Idaho,69
month_end,2022-07-31,62,34,18,Idaho,70
mid_month,2022-08-15,59,25,7,Idaho,71
month_end,2022-08-31,55,23,-2,Idaho,72
24,2022-09-11,72,24,13,Idaho,73
mid_month,2022-09-15,75,27,17,Idaho,74
month_end,2022-09-30,81,29,7,Idaho,75
mid_month,2022-10-15,56,22,11,Idaho,76
month_end,2022-10-31,40,18,13,Idaho,77
25,2022-11-09,38,22,9,Idaho,78
mid_month,2022-11-15,39,21,12,Idaho,79
month_end,2022-11-30,35,14,5,Idaho,80
mid_month,2022-12-15,50,19,7,Idaho,81
month_end,2022-12-31,48,29,13,Idaho,82
mid_month,2023-01-15,52,23,19,Idaho,83
26,2023-01-17,52,23,19,Idaho,84
month_end,2023-01-31,41,18,13,Idaho,85
mid_month,2023-02-15,39,21,5,Idaho,86
month_end,2023-02-28,36,15,4,Idaho,87
mid_month,2023-03-15,38,23,17,Idaho,88
month_end,2023-03-31,23,0,0,Idaho,89
mid_month,2023-04-15,0,0,0,Idaho,90
month_end,2023-04-30,0,0,0,Idaho,91
27,2023-05-05,0,0,0,Idaho,92
mid_month,2023-05-15,0,0,0,Idaho,93
month_end,2023-05-31,0,0,0,Idaho,94
mid_month,2020-03-15,0,0,0,Illinois,0
month_end,2020-03-31,0,0,0,Illinois,1
mid_month,2020-04-15,868,868,868,Illinois,2
1,2020-04-30,2215,1266,650,Illinois,3
2,2020-05-15,3060,1573,817,Illinois,4
month_end,2020-05-31,2975,1201,540,Illinois,5
3,2020-06-01,2933,1213,534,Illinois,6
mid_month,2020-06-15,2249,918,404,Illinois,7
5,2020-06-28,1687,584,248,Illinois,8
month_end,2020-06-30,1572,576,231,Illinois,9
mid_month,2020-07-15,1111,496,146,Illinois,10
7,2020-07-26,779,220,106,Illinois,11
month_end,2020-07-31,747,218,110,Illinois,12
mid_month,2020-08-15,505,240,110,Illinois,13
9,2020-08-26,536,260,132,Illinois,14
month_end,2020-08-31,536,273,139,Illinois,15
mid_month,2020-09-15,609,311,148,Illinois,16
10,2020-09-30,653,317,159,Illinois,17
mid_month,2020-10-15,774,404,193,Illinois,18
11,2020-10-23,925,488,274,Illinois,19
month_end,2020-10-31,1078,569,306,Illinois,20
12,2020-11-14,1571,897,494,Illinois,21
mid_month,2020-11-15,1715,1048,600,Illinois,22
13,2020-11-30,2888,1720,831,Illinois,23
mid_month,2020-12-15,4367,2470,1239,Illinois,24
month_end,2020-12-31,4826,2034,969,Illinois,25
14,2021-01-10,4365,1986,993,Illinois,26
mid_month,2021-01-15,4137,1746,783,Illinois,27
month_end,2021-01-31,3235,1193,568,Illinois,28
mid_month,2021-02-15,2248,868,383,Illinois,29
16,2021-02-28,1636,623,284,Illinois,30
mid_month,2021-03-15,1180,472,192,Illinois,31
month_end,2021-03-31,807,306,151,Illinois,32
mid_month,2021-04-15,648,286,163,Illinois,33
month_end,2021-04-30,710,356,196,Illinois,34
17,2021-05-03,732,403,219,Illinois,35
mid_month,2021-05-15,860,434,201,Illinois,36
month_end,2021-05-31,894,390,184,Illinois,37
mid_month,2021-06-15,720,267,118,Illinois,38
month_end,2021-06-30,484,164,71,Illinois,39
18,2021-07-15,310,127,67,Illinois,40
month_end,2021-07-31,243,98,53,Illinois,41
mid_month,2021-08-15,284,178,102,Illinois,42
month_end,2021-08-31,542,336,191,Illinois,43
mid_month,2021-09-15,917,511,329,Illinois,44
19,2021-09-27,1025,595,265,Illinois,45
month_end,2021-09-30,1152,557,273,Illinois,46
mid_month,2021-10-15,1130,478,225,Illinois,47
month_end,2021-10-31,959,423,206,Illinois,48
mid_month,2021-11-15,804,366,154,Illinois,49
month_end,2021-11-30,716,310,129,Illinois,50
20,2021-12-02,738,344,168,Illinois,51
mid_month,2021-12-15,996,610,285,Illinois,52
month_end,2021-12-31,1623,867,435,Illinois,53
mid_month,2022-01-15,2445,1492,872,Illinois,54
21,2022-01-24,2880,1786,914,Illinois,55
month_end,2022-01-31,3422,1907,993,Illinois,56
mid_month,2022-02-15,3417,1285,605,Illinois,57
month_end,2022-02-28,2374,1067,432,Illinois,58
mid_month,2022-03-15,1617,441,204,Illinois,59
month_end,2022-03-31,740,224,89,Illinois,60
22,2022-04-09,550,177,78,Illinois,61
mid_month,2022-04-15,428,141,56,Illinois,62
month_end,2022-04-30,262,91,41,Illinois,63
mid_month,2022-05-15,200,102,49,Illinois,64
month_end,2022-05-31,224,122,37,Illinois,65
mid_month,2022-06-15,339,209,92,Illinois,66
month_end,2022-06-30,442,201,106,Illinois,67
23,2022-07-05,413,191,66,Illinois,68
mid_month,2022-07-15,377,133,80,Illinois,69
month_end,2022-07-31,294,145,70,Illinois,70
mid_month,2022-08-15,371,226,142,Illinois,71
month_end,2022-08-31,428,182,91,Illinois,72
24,2022-09-11,366,161,75,Illinois,73
mid_month,2022-09-15,379,170,91,Illinois,74
month_end,2022-09-30,375,161,75,Illinois,75
mid_month,2022-10-15,345,145,66,Illinois,76
month_end,2022-10-31,284,139,83,Illinois,77
25,2022-11-09,287,134,42,Illinois,78
mid_month,2022-11-15,288,134,67,Illinois,79
month_end,2022-11-30,300,129,49,Illinois,80
mid_month,2022-12-15,330,158,76,Illinois,81
month_end,2022-12-31,375,176,68,Illinois,82
mid_month,2023-01-15,270,69,0,Illinois,83
26,2023-01-17,245,69,0,Illinois,84
month_end,2023-01-31,410,341,108,Illinois,85
mid_month,2023-02-15,514,173,81,Illinois,86
month_end,2023-02-28,291,118,44,Illinois,87
mid_month,2023-03-15,235,117,53,Illinois,88
month_end,2023-03-31,117,0,0,Illinois,89
mid_month,2023-04-15,0,0,0,Illinois,90
month_end,2023-04-30,0,0,0,Illinois,91
27,2023-05-05,0,0,0,Illinois,92
mid_month,2023-05-15,0,0,0,Illinois,93
month_end,2023-05-31,0,0,0,Illinois,94
mid_month,2020-03-15,0,0,0,Indiana,0
month_end,2020-03-31,0,0,0,Indiana,1
mid_month,2020-04-15,529,529,529,Indiana,2
1,2020-04-30,1116,549,275,Indiana,3
2,2020-05-15,1153,521,248,Indiana,4
month_end,2020-05-31,935,351,136,Indiana,5
3,2020-06-01,915,338,138,Indiana,6
mid_month,2020-06-15,657,259,124,Indiana,7
5,2020-06-28,490,190,76,Indiana,8
month_end,2020-06-30,463,173,68,Indiana,9
mid_month,2020-07-15,337,140,65,Indiana,10
7,2020-07-26,307,144,77,Indiana,11
month_end,2020-07-31,306,145,72,Indiana,12
mid_month,2020-08-15,336,170,94,Indiana,13
9,2020-08-26,366,191,93,Indiana,14
month_end,2020-08-31,364,170,74,Indiana,15
mid_month,2020-09-15,356,161,88,Indiana,16
10,2020-09-30,382,196,118,Indiana,17
mid_month,2020-10-15,500,279,158,Indiana,18
11,2020-10-23,666,391,221,Indiana,19
month_end,2020-10-31,824,468,260,Indiana,20
12,2020-11-14,1216,671,361,Indiana,21
mid_month,2020-11-15,1232,687,363,Indiana,22
13,2020-11-30,1882,1091,577,Indiana,23
mid_month,2020-12-15,2605,1364,715,Indiana,24
month_end,2020-12-31,2882,1334,656,Indiana,25
14,2021-01-10,2694,1185,527,Indiana,26
mid_month,2021-01-15,2512,1010,442,Indiana,27
month_end,2021-01-31,1872,728,312,Indiana,28
mid_month,2021-02-15,1708,877,356,Indiana,29
16,2021-02-28,1376,407,220,Indiana,30
mid_month,2021-03-15,739,283,119,Indiana,31
month_end,2021-03-31,465,162,79,Indiana,32
mid_month,2021-04-15,323,148,88,Indiana,33
month_end,2021-04-30,286,130,72,Indiana,34
17,2021-05-03,280,125,75,Indiana,35
mid_month,2021-05-15,279,134,69,Indiana,36
month_end,2021-05-31,288,140,67,Indiana,37
mid_month,2021-06-15,275,126,59,Indiana,38
month_end,2021-06-30,224,92,33,Indiana,39
18,2021-07-15,192,88,46,Indiana,40
month_end,2021-07-31,155,65,40,Indiana,41
mid_month,2021-08-15,189,123,74,Indiana,42
month_end,2021-08-31,414,275,156,Indiana,43
mid_month,2021-09-15,812,449,317,Indiana,44
19,2021-09-27,1004,594,294,Indiana,45
month_end,2021-09-30,1206,614,310,Indiana,46
mid_month,2021-10-15,1285,567,272,Indiana,47
month_end,2021-10-31,1025,438,213,Indiana,48
mid_month,2021-11-15,843,405,190,Indiana,49
month_end,2021-11-30,755,333,122,Indiana,50
20,2021-12-02,884,430,235,Indiana,51
mid_month,2021-12-15,1088,619,347,Indiana,52
month_end,2021-12-31,1480,705,341,Indiana,53
mid_month,2022-01-15,1954,1189,612,Indiana,54
21,2022-01-24,2055,1137,525,Indiana,55
month_end,2022-01-31,2264,1075,550,Indiana,56
mid_month,2022-02-15,1960,830,374,Indiana,57
month_end,2022-02-28,1499,664,271,Indiana,58
mid_month,2022-03-15,1042,335,161,Indiana,59
month_end,2022-03-31,530,144,39,Indiana,60
22,2022-04-09,345,104,29,Indiana,61
mid_month,2022-04-15,316,136,49,Indiana,62
month_end,2022-04-30,197,61,35,Indiana,63
mid_month,2022-05-15,127,49,22,Indiana,64
month_end,2022-05-31,113,64,19,Indiana,65
mid_month,2022-06-15,162,98,52,Indiana,66
month_end,2022-06-30,156,58,27,Indiana,67
23,2022-07-05,142,76,27,Indiana,68
mid_month,2022-07-15,184,105,83,Indiana,69
month_end,2022-07-31,229,106,45,Indiana,70
mid_month,2022-08-15,280,156,78,Indiana,71
month_end,2022-08-31,312,147,75,Indiana,72
24,2022-09-11,327,138,66,Indiana,73
mid_month,2022-09-15,295,139,74,Indiana,74
month_end,2022-09-30,290,127,67,Indiana,75
mid_month,2022-10-15,259,108,68,Indiana,76
month_end,2022-10-31,192,84,37,Indiana,77
25,2022-11-09,202,87,50,Indiana,78
mid_month,2022-11-15,197,113,63,Indiana,79
month_end,2022-11-30,238,125,59,Indiana,80
mid_month,2022-12-15,217,92,66,Indiana,81
month_end,2022-12-31,226,61,61,Indiana,82
mid_month,2023-01-15,419,358,252,Indiana,83
26,2023-01-17,419,358,252,Indiana,84
month_end,2023-01-31,497,139,65,Indiana,85
mid_month,2023-02-15,237,98,57,Indiana,86
month_end,2023-02-28,184,86,47,Indiana,87
mid_month,2023-03-15,156,70,24,Indiana,88
month_end,2023-03-31,70,0,0,Indiana,89
mid_month,2023-04-15,0,0,0,Indiana,90
month_end,2023-04-30,0,0,0,Indiana,91
27,2023-05-05,0,0,0,Indiana,92
mid_month,2023-05-15,0,0,0,Indiana,93
month_end,2023-05-31,0,0,0,Indiana,94
mid_month,2020-03-15,0,0,0,Iowa,0
month_end,2020-03-31,0,0,0,Iowa,1
mid_month,2020-04-15,49,49,49,Iowa,2
1,2020-04-30,148,95,58,Iowa,3
2,2020-05-15,269,156,87,Iowa,4
month_end,2020-05-31,369,185,85,Iowa,5
3,2020-06-01,365,184,79,Iowa,6
mid_month,2020-06-15,316,117,47,Iowa,7
5,2020-06-28,198,54,23,Iowa,8
month_end,2020-06-30,180,53,25,Iowa,9
mid_month,2020-07-15,105,41,25,Iowa,10
7,2020-07-26,130,78,37,Iowa,11
month_end,2020-07-31,149,84,45,Iowa,12
mid_month,2020-08-15,193,98,55,Iowa,13
9,2020-08-26,230,113,57,Iowa,14
month_end,2020-08-31,241,138,76,Iowa,15
mid_month,2020-09-15,249,104,54,Iowa,16
10,2020-09-30,228,107,48,Iowa,17
mid_month,2020-10-15,281,147,86,Iowa,18
11,2020-10-23,308,168,85,Iowa,19
month_end,2020-10-31,356,190,85,Iowa,20
12,2020-11-14,467,258,144,Iowa,21
mid_month,2020-11-15,469,269,143,Iowa,22
13,2020-11-30,685,410,197,Iowa,23
mid_month,2020-12-15,1284,843,546,Iowa,24
month_end,2020-12-31,1396,472,155,Iowa,25
14,2021-01-10,1403,384,181,Iowa,26
mid_month,2021-01-15,915,360,186,Iowa,27
month_end,2021-01-31,760,330,165,Iowa,28
mid_month,2021-02-15,979,335,128,Iowa,29
16,2021-02-28,938,234,134,Iowa,30
mid_month,2021-03-15,418,170,83,Iowa,31
month_end,2021-03-31,258,72,46,Iowa,32
mid_month,2021-04-15,215,114,21,Iowa,33
month_end,2021-04-30,202,61,27,Iowa,34
17,2021-05-03,205,78,32,Iowa,35
mid_month,2021-05-15,141,48,15,Iowa,36
month_end,2021-05-31,105,49,20,Iowa,37
mid_month,2021-06-15,102,47,29,Iowa,38
month_end,2021-06-30,79,31,17,Iowa,39
18,2021-07-15,56,20,9,Iowa,40
month_end,2021-07-31,45,25,13,Iowa,41
mid_month,2021-08-15,52,27,17,Iowa,42
month_end,2021-08-31,85,58,42,Iowa,43
mid_month,2021-09-15,127,69,30,Iowa,44
19,2021-09-27,215,146,82,Iowa,45
month_end,2021-09-30,295,162,80,Iowa,46
mid_month,2021-10-15,411,185,94,Iowa,47
month_end,2021-10-31,402,217,117,Iowa,48
mid_month,2021-11-15,418,201,97,Iowa,49
month_end,2021-11-30,389,188,86,Iowa,50
20,2021-12-02,480,177,91,Iowa,51
mid_month,2021-12-15,384,196,105,Iowa,52
month_end,2021-12-31,504,178,59,Iowa,53
mid_month,2022-01-15,521,343,182,Iowa,54
21,2022-01-24,518,298,116,Iowa,55
month_end,2022-01-31,643,300,184,Iowa,56
mid_month,2022-02-15,628,328,172,Iowa,57
month_end,2022-02-28,584,256,137,Iowa,58
mid_month,2022-03-15,433,177,91,Iowa,59
month_end,2022-03-31,360,96,43,Iowa,60
22,2022-04-09,192,52,9,Iowa,61
mid_month,2022-04-15,213,30,21,Iowa,62
month_end,2022-04-30,84,54,19,Iowa,63
mid_month,2022-05-15,80,26,22,Iowa,64
month_end,2022-05-31,58,32,16,Iowa,65
mid_month,2022-06-15,59,27,12,Iowa,66
month_end,2022-06-30,101,74,9,Iowa,67
23,2022-07-05,86,74,9,Iowa,68
mid_month,2022-07-15,104,30,15,Iowa,69
month_end,2022-07-31,94,64,23,Iowa,70
mid_month,2022-08-15,132,68,33,Iowa,71
month_end,2022-08-31,125,57,25,Iowa,72
24,2022-09-11,118,61,28,Iowa,73
mid_month,2022-09-15,144,54,26,Iowa,74
month_end,2022-09-30,170,83,26,Iowa,75
mid_month,2022-10-15,131,48,28,Iowa,76
month_end,2022-10-31,100,52,25,Iowa,77
25,2022-11-09,110,55,30,Iowa,78
mid_month,2022-11-15,104,52,22,Iowa,79
month_end,2022-11-30,99,47,23,Iowa,80
mid_month,2022-12-15,114,49,27,Iowa,81
month_end,2022-12-31,130,81,35,Iowa,82
mid_month,2023-01-15,166,85,46,Iowa,83
26,2023-01-17,166,85,46,Iowa,84
month_end,2023-01-31,143,58,29,Iowa,85
mid_month,2023-02-15,116,58,28,Iowa,86
month_end,2023-02-28,104,46,18,Iowa,87
mid_month,2023-03-15,100,54,25,Iowa,88
month_end,2023-03-31,54,0,0,Iowa,89
mid_month,2023-04-15,0,0,0,Iowa,90
month_end,2023-04-30,0,0,0,Iowa,91
27,2023-05-05,0,0,0,Iowa,92
mid_month,2023-05-15,0,0,0,Iowa,93
month_end,2023-05-31,0,0,0,Iowa,94
mid_month,2020-03-15,0,0,0,Kansas,0
month_end,2020-03-31,0,0,0,Kansas,1
mid_month,2020-04-15,77,77,77,Kansas,2
1,2020-04-30,134,61,22,Kansas,3
2,2020-05-15,112,55,24,Kansas,4
month_end,2020-05-31,81,20,10,Kansas,5
3,2020-06-01,75,20,10,Kansas,6
mid_month,2020-06-15,52,30,12,Kansas,7
5,2020-06-28,54,23,12,Kansas,8
month_end,2020-06-30,58,27,15,Kansas,9
mid_month,2020-07-15,54,26,10,Kansas,10
7,2020-07-26,67,34,21,Kansas,11
month_end,2020-07-31,84,52,35,Kansas,12
mid_month,2020-08-15,100,46,24,Kansas,13
9,2020-08-26,99,37,19,Kansas,14
month_end,2020-08-31,93,45,25,Kansas,15
mid_month,2020-09-15,137,90,56,Kansas,16
10,2020-09-30,202,95,38,Kansas,17
mid_month,2020-10-15,297,160,115,Kansas,18
11,2020-10-23,339,205,114,Kansas,19
month_end,2020-10-31,351,170,54,Kansas,20
12,2020-11-14,418,227,90,Kansas,21
mid_month,2020-11-15,418,227,90,Kansas,22
13,2020-11-30,501,274,119,Kansas,23
mid_month,2020-12-15,859,554,255,Kansas,24
month_end,2020-12-31,1192,500,250,Kansas,25
14,2021-01-10,1216,644,271,Kansas,26
mid_month,2021-01-15,1259,621,334,Kansas,27
month_end,2021-01-31,1047,285,186,Kansas,28
mid_month,2021-02-15,850,563,254,Kansas,29
16,2021-02-28,989,363,119,Kansas,30
mid_month,2021-03-15,449,86,10,Kansas,31
month_end,2021-03-31,167,68,53,Kansas,32
mid_month,2021-04-15,109,30,11,Kansas,33
month_end,2021-04-30,82,41,24,Kansas,34
17,2021-05-03,56,36,21,Kansas,35
mid_month,2021-05-15,101,56,22,Kansas,36
month_end,2021-05-31,94,38,19,Kansas,37
mid_month,2021-06-15,86,48,24,Kansas,38
month_end,2021-06-30,73,25,21,Kansas,39
18,2021-07-15,64,33,24,Kansas,40
month_end,2021-07-31,105,60,20,Kansas,41
mid_month,2021-08-15,194,130,86,Kansas,42
month_end,2021-08-31,299,160,62,Kansas,43
mid_month,2021-09-15,386,217,142,Kansas,44
19,2021-09-27,435,215,117,Kansas,45
month_end,2021-09-30,495,250,132,Kansas,46
mid_month,2021-10-15,377,99,44,Kansas,47
month_end,2021-10-31,362,248,202,Kansas,48
mid_month,2021-11-15,452,204,123,Kansas,49
month_end,2021-11-30,272,72,44,Kansas,50
20,2021-12-02,354,141,105,Kansas,51
mid_month,2021-12-15,258,190,82,Kansas,52
month_end,2021-12-31,317,107,52,Kansas,53
mid_month,2022-01-15,264,157,66,Kansas,54
21,2022-01-24,367,224,158,Kansas,55
month_end,2022-01-31,513,356,198,Kansas,56
mid_month,2022-02-15,557,187,1,Kansas,57
month_end,2022-02-28,415,214,29,Kansas,58
mid_month,2022-03-15,308,85,40,Kansas,59
month_end,2022-03-31,349,204,95,Kansas,60
22,2022-04-09,498,281,106,Kansas,61
mid_month,2022-04-15,473,209,105,Kansas,62
month_end,2022-04-30,343,111,39,Kansas,63
mid_month,2022-05-15,219,85,29,Kansas,64
month_end,2022-05-31,304,219,136,Kansas,65
mid_month,2022-06-15,226,7,3,Kansas,66
month_end,2022-06-30,13,9,7,Kansas,67
23,2022-07-05,9,9,7,Kansas,68
mid_month,2022-07-15,11,5,-4,Kansas,69
month_end,2022-07-31,19,14,5,Kansas,70
mid_month,2022-08-15,-22,-36,-35,Kansas,71
month_end,2022-08-31,-13,23,11,Kansas,72
24,2022-09-11,94,71,10,Kansas,73
mid_month,2022-09-15,137,53,43,Kansas,74
month_end,2022-09-30,597,483,476,Kansas,75
mid_month,2022-10-15,518,35,17,Kansas,76
month_end,2022-10-31,52,17,6,Kansas,77
25,2022-11-09,47,19,13,Kansas,78
mid_month,2022-11-15,36,19,6,Kansas,79
month_end,2022-11-30,50,31,5,Kansas,80
mid_month,2022-12-15,76,23,10,Kansas,81
month_end,2022-12-31,38,15,8,Kansas,82
mid_month,2023-01-15,132,117,81,Kansas,83
26,2023-01-17,132,117,81,Kansas,84
month_end,2023-01-31,227,110,41,Kansas,85
mid_month,2023-02-15,161,51,26,Kansas,86
month_end,2023-02-28,90,39,5,Kansas,87
mid_month,2023-03-15,71,32,11,Kansas,88
month_end,2023-03-31,32,0,0,Kansas,89
mid_month,2023-04-15,0,0,0,Kansas,90
month_end,2023-04-30,0,0,0,Kansas,91
27,2023-05-05,0,0,0,Kansas,92
mid_month,2023-05-15,0,0,0,Kansas,93
month_end,2023-05-31,0,0,0,Kansas,94
mid_month,2020-03-15,0,0,0,Kentucky,0
month_end,2020-03-31,0,0,0,Kentucky,1
mid_month,2020-04-15,106,106,106,Kentucky,2
1,2020-04-30,234,119,49,Kentucky,3
2,2020-05-15,222,88,34,Kentucky,4
month_end,2020-05-31,191,97,40,Kentucky,5
3,2020-06-01,185,97,40,Kentucky,6
mid_month,2020-06-15,167,68,29,Kentucky,7
5,2020-06-28,145,55,30,Kentucky,8
month_end,2020-06-30,129,55,34,Kentucky,9
mid_month,2020-07-15,136,70,33,Kentucky,10
7,2020-07-26,150,74,29,Kentucky,11
month_end,2020-07-31,166,81,47,Kentucky,12
mid_month,2020-08-15,159,69,40,Kentucky,13
9,2020-08-26,195,112,65,Kentucky,14
month_end,2020-08-31,194,119,57,Kentucky,15
mid_month,2020-09-15,255,132,69,Kentucky,16
10,2020-09-30,241,96,51,Kentucky,17
mid_month,2020-10-15,211,102,53,Kentucky,18
11,2020-10-23,261,146,84,Kentucky,19
month_end,2020-10-31,302,176,80,Kentucky,20
12,2020-11-14,371,171,103,Kentucky,21
mid_month,2020-11-15,362,173,97,Kentucky,22
13,2020-11-30,420,235,109,Kentucky,23
mid_month,2020-12-15,566,316,142,Kentucky,24
month_end,2020-12-31,715,361,157,Kentucky,25
14,2021-01-10,730,342,178,Kentucky,26
mid_month,2021-01-15,803,419,199,Kentucky,27
month_end,2021-01-31,1091,621,328,Kentucky,28
mid_month,2021-02-15,1221,537,231,Kentucky,29
16,2021-02-28,1014,353,199,Kentucky,30
mid_month,2021-03-15,729,345,163,Kentucky,31
month_end,2021-03-31,1428,1036,251,Kentucky,32
mid_month,2021-04-15,1280,195,87,Kentucky,33
month_end,2021-04-30,432,195,116,Kentucky,34
17,2021-05-03,388,179,68,Kentucky,35
mid_month,2021-05-15,358,142,84,Kentucky,36
month_end,2021-05-31,301,146,86,Kentucky,37
mid_month,2021-06-15,515,357,60,Kentucky,38
month_end,2021-06-30,415,46,23,Kentucky,39
18,2021-07-15,113,56,26,Kentucky,40
month_end,2021-07-31,114,50,22,Kentucky,41
mid_month,2021-08-15,153,94,58,Kentucky,42
month_end,2021-08-31,401,290,183,Kentucky,43
mid_month,2021-09-15,653,331,190,Kentucky,44
19,2021-09-27,875,518,238,Kentucky,45
month_end,2021-09-30,976,573,295,Kentucky,46
mid_month,2021-10-15,1167,492,240,Kentucky,47
month_end,2021-10-31,1006,433,187,Kentucky,48
mid_month,2021-11-15,977,482,277,Kentucky,49
month_end,2021-11-30,1137,633,206,Kentucky,50
20,2021-12-02,1173,633,192,Kentucky,51
mid_month,2021-12-15,1406,733,328,Kentucky,52
month_end,2021-12-31,1175,399,200,Kentucky,53
mid_month,2022-01-15,825,400,160,Kentucky,54
21,2022-01-24,769,329,169,Kentucky,55
month_end,2022-01-31,772,372,203,Kentucky,56
mid_month,2022-02-15,898,456,260,Kentucky,57
month_end,2022-02-28,868,458,193,Kentucky,58
mid_month,2022-03-15,797,241,79,Kentucky,59
month_end,2022-03-31,1039,798,236,Kentucky,60
22,2022-04-09,1116,475,169,Kentucky,61
mid_month,2022-04-15,1141,343,131,Kentucky,62
month_end,2022-04-30,580,224,114,Kentucky,63
mid_month,2022-05-15,578,293,116,Kentucky,64
month_end,2022-05-31,410,103,24,Kentucky,65
mid_month,2022-06-15,256,127,63,Kentucky,66
month_end,2022-06-30,223,78,36,Kentucky,67
23,2022-07-05,185,58,28,Kentucky,68
mid_month,2022-07-15,195,103,60,Kentucky,69
month_end,2022-07-31,224,113,58,Kentucky,70
mid_month,2022-08-15,251,138,76,Kentucky,71
month_end,2022-08-31,291,127,55,Kentucky,72
24,2022-09-11,294,143,66,Kentucky,73
mid_month,2022-09-15,320,148,80,Kentucky,74
month_end,2022-09-30,325,130,59,Kentucky,75
mid_month,2022-10-15,302,158,77,Kentucky,76
month_end,2022-10-31,257,99,36,Kentucky,77
25,2022-11-09,278,102,41,Kentucky,78
mid_month,2022-11-15,248,88,47,Kentucky,79
month_end,2022-11-30,241,92,43,Kentucky,80
mid_month,2022-12-15,170,78,50,Kentucky,81
month_end,2022-12-31,169,91,46,Kentucky,82
mid_month,2023-01-15,154,63,37,Kentucky,83
26,2023-01-17,154,63,7,Kentucky,84
month_end,2023-01-31,219,156,52,Kentucky,85
mid_month,2023-02-15,266,110,61,Kentucky,86
month_end,2023-02-28,256,94,39,Kentucky,87
mid_month,2023-03-15,191,36,36,Kentucky,88
month_end,2023-03-31,36,0,0,Kentucky,89
mid_month,2023-04-15,0,0,0,Kentucky,90
month_end,2023-04-30,0,0,0,Kentucky,91
27,2023-05-05,0,0,0,Kentucky,92
mid_month,2023-05-15,0,0,0,Kentucky,93
month_end,2023-05-31,0,0,0,Kentucky,94
mid_month,2020-03-15,0,0,0,Louisiana,0
month_end,2020-03-31,0,0,0,Louisiana,1
mid_month,2020-04-15,1013,1013,1013,Louisiana,2
1,2020-04-30,1845,742,372,Louisiana,3
2,2020-05-15,1404,512,209,Louisiana,4
month_end,2020-05-31,881,307,118,Louisiana,5
3,2020-06-01,821,300,100,Louisiana,6
mid_month,2020-06-15,566,223,78,Louisiana,7
