Wave,month_intervals,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
gap3_5,from wave,2020-06-11,185,83,48,Tennessee,7
interpolation,mid_month,2020-06-15,185,111,57,Tennessee,8
5,from wave,2020-06-28,228,112,60,Tennessee,9
interpolation,month_end,2020-06-30,228,109,61,Tennessee,10
gap5_7,from wave,2020-07-09,264,129,76,Tennessee,11
interpolation,mid_month,2020-07-15,292,163,102,Tennessee,12
7,from wave,2020-07-26,397,226,126,Tennessee,13
interpolation,month_end,2020-07-31,429,237,108,Tennessee,14
gap7_9,from wave,2020-08-06,491,256,124,Tennessee,15
interpolation,mid_month,2020-08-15,543,266,120,Tennessee,16
9,from wave,2020-08-26,661,357,202,Tennessee,17
interpolation,month_end,2020-08-31,687,381,180,Tennessee,18
gap9_10,from wave,2020-09-03,705,345,149,Tennessee,19
interpolation,mid_month,2020-09-15,752,343,228,Tennessee,20
10,month_end,2020-09-30,673,293,159,Tennessee,21
interpolation,mid_month,2020-10-15,731,374,186,Tennessee,22
11,from wave,2020-10-23,750,306,147,Tennessee,23
interpolation,month_end,2020-10-31,887,470,265,Tennessee,24
12,from wave,2020-11-14,1024,511,311,Tennessee,25
interpolation,mid_month,2020-11-15,1013,524,287,Tennessee,26
13,month_end,2020-11-30,1213,661,288,Tennessee,27
gap13_14,mid_month,2020-12-15,1664,939,532,Tennessee,28
interpolation,month_end,2020-12-31,2208,1142,430,Tennessee,29
14,from wave,2021-01-12,2465,1277,697,Tennessee,30
interpolation,mid_month,2021-01-15,2617,1325,740,Tennessee,31
interpolation,month_end,2021-01-31,2667,1219,755,Tennessee,32
gap14_16,from wave,2021-02-04,2865,1477,717,Tennessee,33
interpolation,mid_month,2021-02-15,2622,1283,464,Tennessee,34
16,month_end,2021-02-28,1976,491,278,Tennessee,35
interpolation,mid_month,2021-03-15,734,216,80,Tennessee,36
gap16_17,month_end,2021-03-31,428,189,111,Tennessee,37
interpolation,mid_month,2021-04-15,338,126,44,Tennessee,38
interpolation,month_end,2021-04-30,292,147,55,Tennessee,39
17,from wave,2021-05-03,280,122,52,Tennessee,40
interpolation,mid_month,2021-05-15,280,118,65,Tennessee,41
interpolation,month_end,2021-05-31,242,119,54,Tennessee,42
gap17_18,from wave,2021-06-08,234,92,35,Tennessee,43
interpolation,mid_month,2021-06-15,181,48,13,Tennessee,44
interpolation,month_end,2021-06-30,116,56,23,Tennessee,45
18,mid_month,2021-07-15,126,62,39,Tennessee,46
interpolation,month_end,2021-07-31,176,106,65,Tennessee,47
interpolation,mid_month,2021-08-15,334,217,128,Tennessee,48
gap18_19,from wave,2021-08-25,567,366,213,Tennessee,49
interpolation,month_end,2021-08-31,742,474,257,Tennessee,50
interpolation,mid_month,2021-09-15,1243,705,420,Tennessee,51
19,from wave,2021-09-28,1642,914,471,Tennessee,52
interpolation,month_end,2021-09-30,1658,857,407,Tennessee,53
interpolation,mid_month,2021-10-15,1604,627,274,Tennessee,54
interpolation,month_end,2021-10-31,1176,496,202,Tennessee,55
gap19_20,from wave,2021-11-02,1125,435,165,Tennessee,56
interpolation,mid_month,2021-11-15,824,308,127,Tennessee,57
interpolation,month_end,2021-11-30,668,303,127,Tennessee,58
20,from wave,2021-12-02,887,497,316,Tennessee,59
interpolation,mid_month,2021-12-15,1211,699,221,Tennessee,60
gap20_21,from wave,2021-12-21,1292,492,327,Tennessee,61
interpolation,month_end,2021-12-31,3622,2838,433,Tennessee,62
interpolation,mid_month,2022-01-15,3680,794,581,Tennessee,63
21,from wave,2022-01-25,1787,1063,525,Tennessee,64
interpolation,month_end,2022-01-31,1733,900,448,Tennessee,65
interpolation,mid_month,2022-02-15,2124,1048,678,Tennessee,66
interpolation,month_end,2022-02-28,1990,1098,502,Tennessee,67
gap21_22,from wave,2022-03-01,2050,801,546,Tennessee,68
interpolation,mid_month,2022-03-15,2077,853,670,Tennessee,69
interpolation,month_end,2022-03-31,1092,214,117,Tennessee,70
22,from wave,2022-04-09,1210,531,383,Tennessee,71
interpolation,mid_month,2022-04-15,733,487,88,Tennessee,72
interpolation,month_end,2022-04-30,564,61,23,Tennessee,73
interpolation,mid_month,2022-05-15,158,96,59,Tennessee,74
interpolation,month_end,2022-05-31,313,213,74,Tennessee,75
gap22_23,from wave,2022-06-07,294,92,18,Tennessee,76
interpolation,mid_month,2022-06-15,294,73,46,Tennessee,77
interpolation,month_end,2022-06-30,238,134,86,Tennessee,78
23,from wave,2022-07-06,246,113,69,Tennessee,79
interpolation,mid_month,2022-07-15,297,132,82,Tennessee,80
interpolation,month_end,2022-07-31,313,178,83,Tennessee,81
gap23_24,from wave,2022-08-10,415,205,109,Tennessee,82
interpolation,mid_month,2022-08-15,376,194,102,Tennessee,83
interpolation,month_end,2022-08-31,450,197,110,Tennessee,84
24,from wave,2022-09-11,318,111,17,Tennessee,85
interpolation,mid_month,2022-09-15,335,98,53,Tennessee,86
interpolation,month_end,2022-09-30,339,193,88,Tennessee,87
gap24_25,from wave,2022-10-05,387,260,128,Tennessee,88
interpolation,mid_month,2022-10-15,431,142,58,Tennessee,89
interpolation,month_end,2022-10-31,250,105,47,Tennessee,90
25,from wave,2022-11-09,257,127,57,Tennessee,91
interpolation,mid_month,2022-11-15,245,137,62,Tennessee,92
interpolation,month_end,2022-11-30,205,68,27,Tennessee,93
interpolation,mid_month,2022-12-15,207,134,24,Tennessee,94
gap25_26,from wave,2022-12-21,171,41,0,Tennessee,95
interpolation,month_end,2022-12-31,134,0,0,Tennessee,96
interpolation,mid_month,2023-01-15,0,0,0,Tennessee,97
26,from wave,2023-01-17,0,0,0,Tennessee,98
interpolation,month_end,2023-01-31,0,0,0,Tennessee,99
interpolation,mid_month,2023-02-15,0,0,0,Tennessee,100
interpolation,month_end,2023-02-28,0,0,0,Tennessee,101
interpolation,mid_month,2023-03-15,0,0,0,Tennessee,102
interpolation,month_end,2023-03-31,0,0,0,Tennessee,103
gap26_27,from wave,2023-04-04,0,0,0,Tennessee,104
interpolation,mid_month,2023-04-15,0,0,0,Tennessee,105
interpolation,month_end,2023-04-30,0,0,0,Tennessee,106
27,from wave,2023-05-05,0,0,0,Tennessee,107
interpolation,mid_month,2023-05-15,0,0,0,Tennessee,108
interpolation,month_end,2023-05-31,0,0,0,Tennessee,109
interpolation,month_end,2020-03-31,0,0,0,Texas,0
interpolation,mid_month,2020-04-15,363,363,363,Texas,1
1,month_end,2020-04-30,805,399,208,Texas,2
interpolation,mid_month,2020-05-15,948,462,263,Texas,3
2,from wave,2020-05-21,967,494,269,Texas,4
interpolation,month_end,2020-05-31,889,341,182,Texas,5
3,from wave,2020-06-01,871,335,155,Texas,6
gap3_5,from wave,2020-06-11,799,321,160,Texas,7
interpolation,mid_month,2020-06-15,718,321,157,Texas,8
5,from wave,2020-06-28,832,453,230,Texas,9
interpolation,month_end,2020-06-30,828,467,247,Texas,10
gap5_7,from wave,2020-07-09,1138,683,416,Texas,11
interpolation,mid_month,2020-07-15,1519,1000,620,Texas,12
7,from wave,2020-07-26,2861,1947,1097,Texas,13
interpolation,month_end,2020-07-31,4249,2929,1905,Texas,14
gap7_9,from wave,2020-08-06,5203,3335,1490,Texas,15
interpolation,mid_month,2020-08-15,6705,3472,1236,Texas,16
9,from wave,2020-08-26,6872,2680,1234,Texas,17
interpolation,month_end,2020-08-31,6090,2292,1014,Texas,18
gap9_10,from wave,2020-09-03,5968,2124,943,Texas,19
interpolation,mid_month,2020-09-15,4112,1644,753,Texas,20
10,month_end,2020-09-30,3112,1284,654,Texas,21
interpolation,mid_month,2020-10-15,2710,1174,534,Texas,22
11,from wave,2020-10-23,2439,929,405,Texas,23
interpolation,month_end,2020-10-31,2427,1062,637,Texas,24
12,from wave,2020-11-14,2694,1441,770,Texas,25
interpolation,mid_month,2020-11-15,2730,1499,798,Texas,26
13,month_end,2020-11-30,3509,1844,867,Texas,27
gap13_14,mid_month,2020-12-15,4413,2402,1190,Texas,28
interpolation,month_end,2020-12-31,5449,2578,1159,Texas,29
14,from wave,2021-01-12,6046,3388,2015,Texas,30
interpolation,mid_month,2021-01-15,6801,3634,2189,Texas,31
interpolation,month_end,2021-01-31,8865,4496,2200,Texas,32
gap14_16,from wave,2021-02-04,9465,4551,2164,Texas,33
interpolation,mid_month,2021-02-15,9178,4189,1943,Texas,34
16,month_end,2021-02-28,7218,2371,1475,Texas,35
interpolation,mid_month,2021-03-15,5520,2722,1109,Texas,36
gap16_17,month_end,2021-03-31,4536,1587,714,Texas,37
interpolation,mid_month,2021-04-15,2835,1108,440,Texas,38
interpolation,month_end,2021-04-30,1922,723,346,Texas,39
17,from wave,2021-05-03,1691,695,354,Texas,40
interpolation,mid_month,2021-05-15,1544,685,320,Texas,41
interpolation,month_end,2021-05-31,1288,565,281,Texas,42
gap17_18,from wave,2021-06-08,1110,487,227,Texas,43
interpolation,mid_month,2021-06-15,999,430,203,Texas,44
interpolation,month_end,2021-06-30,802,342,158,Texas,45
18,mid_month,2021-07-15,787,389,194,Texas,46
interpolation,month_end,2021-07-31,911,457,266,Texas,47
interpolation,mid_month,2021-08-15,1532,1016,629,Texas,48
gap18_19,from wave,2021-08-25,2551,1734,1082,Texas,49
interpolation,month_end,2021-08-31,3555,2447,1470,Texas,50
interpolation,mid_month,2021-09-15,6097,3367,1778,Texas,51
19,from wave,2021-09-28,7607,3868,2120,Texas,52
interpolation,month_end,2021-09-30,8033,4023,2053,Texas,53
interpolation,mid_month,2021-10-15,8045,3262,1531,Texas,54
interpolation,month_end,2021-10-31,5928,2198,934,Texas,55
gap19_20,from wave,2021-11-02,5472,2152,924,Texas,56
interpolation,mid_month,2021-11-15,4057,1595,830,Texas,57
interpolation,month_end,2021-11-30,2612,914,332,Texas,58
20,from wave,2021-12-02,2663,889,324,Texas,59
interpolation,mid_month,2021-12-15,1915,878,429,Texas,60
gap20_21,from wave,2021-12-21,1749,882,467,Texas,61
interpolation,month_end,2021-12-31,1916,848,421,Texas,62
interpolation,mid_month,2022-01-15,2129,1179,557,Texas,63
21,from wave,2022-01-25,2867,1657,965,Texas,64
interpolation,month_end,2022-01-31,3646,2169,1266,Texas,65
interpolation,mid_month,2022-02-15,5284,2907,1587,Texas,66
interpolation,month_end,2022-02-28,5769,2568,1121,Texas,67
gap21_22,from wave,2022-03-01,5622,2533,1136,Texas,68
interpolation,mid_month,2022-03-15,4383,1549,652,Texas,69
interpolation,month_end,2022-03-31,2451,728,294,Texas,70
22,from wave,2022-04-09,1617,715,239,Texas,71
interpolation,mid_month,2022-04-15,1282,414,215,Texas,72
interpolation,month_end,2022-04-30,737,284,83,Texas,73
interpolation,mid_month,2022-05-15,438,140,72,Texas,74
interpolation,month_end,2022-05-31,240,95,34,Texas,75
gap22_23,from wave,2022-06-07,220,82,48,Texas,76
interpolation,mid_month,2022-06-15,229,117,73,Texas,77
interpolation,month_end,2022-06-30,339,170,103,Texas,78
23,from wave,2022-07-06,372,196,104,Texas,79
interpolation,mid_month,2022-07-15,441,209,116,Texas,80
interpolation,month_end,2022-07-31,549,315,155,Texas,81
gap23_24,from wave,2022-08-10,717,418,206,Texas,82
interpolation,mid_month,2022-08-15,753,416,214,Texas,83
interpolation,month_end,2022-08-31,919,405,204,Texas,84
24,from wave,2022-09-11,771,316,133,Texas,85
interpolation,mid_month,2022-09-15,752,279,144,Texas,86
interpolation,month_end,2022-09-30,617,297,156,Texas,87
gap24_25,from wave,2022-10-05,577,274,115,Texas,88
interpolation,mid_month,2022-10-15,499,164,60,Texas,89
interpolation,month_end,2022-10-31,335,171,81,Texas,90
25,from wave,2022-11-09,308,126,61,Texas,91
interpolation,mid_month,2022-11-15,300,115,53,Texas,92
interpolation,month_end,2022-11-30,235,105,33,Texas,93
interpolation,mid_month,2022-12-15,300,172,87,Texas,94
gap25_26,from wave,2022-12-21,258,170,82,Texas,95
interpolation,month_end,2022-12-31,179,0,0,Texas,96
interpolation,mid_month,2023-01-15,3,0,0,Texas,97
26,from wave,2023-01-17,0,0,0,Texas,98
interpolation,month_end,2023-01-31,0,0,0,Texas,99
interpolation,mid_month,2023-02-15,0,0,0,Texas,100
interpolation,month_end,2023-02-28,0,0,0,Texas,101
interpolation,mid_month,2023-03-15,0,0,0,Texas,102
interpolation,month_end,2023-03-31,0,0,0,Texas,103
gap26_27,from wave,2023-04-04,0,0,0,Texas,104
interpolation,mid_month,2023-04-15,0,0,0,Texas,105
interpolation,month_end,2023-04-30,0,0,0,Texas,106
27,from wave,2023-05-05,0,0,0,Texas,107
interpolation,mid_month,2023-05-15,0,0,0,Texas,108
interpolation,month_end,2023-05-31,0,0,0,Texas,109
interpolation,month_end,2020-03-31,0,0,0,Utah,0
interpolation,mid_month,2020-04-15,18,18,18,Utah,1
1,month_end,2020-04-30,45,25,13,Utah,2
interpolation,mid_month,2020-05-15,57,29,14,Utah,3
2,from wave,2020-05-21,62,32,15,Utah,4
interpolation,month_end,2020-05-31,66,34,15,Utah,5
3,from wave,2020-06-01,67,33,16,Utah,6
gap3_5,from wave,2020-06-11,60,23,11,Utah,7
interpolation,mid_month,2020-06-15,62,26,18,Utah,8
5,from wave,2020-06-28,61,28,12,Utah,9
interpolation,month_end,2020-06-30,56,25,10,Utah,10
gap5_7,from wave,2020-07-09,77,38,28,Utah,11
interpolation,mid_month,2020-07-15,87,54,32,Utah,12
7,from wave,2020-07-26,110,62,31,Utah,13
interpolation,month_end,2020-07-31,128,66,33,Utah,14
gap7_9,from wave,2020-08-06,137,67,35,Utah,15
interpolation,mid_month,2020-08-15,127,56,25,Utah,16
9,from wave,2020-08-26,123,48,28,Utah,17
interpolation,month_end,2020-08-31,103,44,22,Utah,18
gap9_10,from wave,2020-09-03,96,33,9,Utah,19
interpolation,mid_month,2020-09-15,73,29,13,Utah,20
10,month_end,2020-09-30,50,21,14,Utah,21
interpolation,mid_month,2020-10-15,91,68,31,Utah,22
11,from wave,2020-10-23,120,62,34,Utah,23
interpolation,month_end,2020-10-31,142,64,34,Utah,24
12,from wave,2020-11-14,174,100,52,Utah,25
interpolation,mid_month,2020-11-15,181,106,52,Utah,26
13,month_end,2020-11-30,267,150,75,Utah,27
gap13_14,mid_month,2020-12-15,352,191,113,Utah,28
interpolation,month_end,2020-12-31,385,160,60,Utah,29
14,from wave,2021-01-12,358,177,91,Utah,30
interpolation,mid_month,2021-01-15,383,191,101,Utah,31
interpolation,month_end,2021-01-31,394,178,81,Utah,32
gap14_16,from wave,2021-02-04,392,180,77,Utah,33
interpolation,mid_month,2021-02-15,322,129,58,Utah,34
16,month_end,2021-02-28,309,139,87,Utah,35
interpolation,mid_month,2021-03-15,242,92,51,Utah,36
gap16_17,month_end,2021-03-31,183,86,41,Utah,37
interpolation,mid_month,2021-04-15,134,39,22,Utah,38
interpolation,month_end,2021-04-30,79,35,19,Utah,39
17,from wave,2021-05-03,73,40,22,Utah,40
interpolation,mid_month,2021-05-15,95,54,33,Utah,41
interpolation,month_end,2021-05-31,99,43,11,Utah,42
gap17_18,from wave,2021-06-08,90,21,11,Utah,43
interpolation,mid_month,2021-06-15,65,21,10,Utah,44
interpolation,month_end,2021-06-30,67,45,35,Utah,45
18,mid_month,2021-07-15,83,35,19,Utah,46
interpolation,month_end,2021-07-31,80,38,26,Utah,47
interpolation,mid_month,2021-08-15,115,74,31,Utah,48
gap18_19,from wave,2021-08-25,168,82,56,Utah,49
interpolation,month_end,2021-08-31,177,91,44,Utah,50
interpolation,mid_month,2021-09-15,228,119,68,Utah,51
19,from wave,2021-09-28,269,152,88,Utah,52
interpolation,month_end,2021-09-30,292,156,79,Utah,53
interpolation,mid_month,2021-10-15,297,118,67,Utah,54
interpolation,month_end,2021-10-31,276,141,80,Utah,55
gap19_20,from wave,2021-11-02,294,147,88,Utah,56
interpolation,mid_month,2021-11-15,280,139,61,Utah,57
interpolation,month_end,2021-11-30,300,135,66,Utah,58
20,from wave,2021-12-02,308,147,75,Utah,59
interpolation,mid_month,2021-12-15,326,145,67,Utah,60
gap20_21,from wave,2021-12-21,289,122,56,Utah,61
interpolation,month_end,2021-12-31,259,90,33,Utah,62
interpolation,mid_month,2022-01-15,263,164,64,Utah,63
21,from wave,2022-01-25,309,156,112,Utah,64
interpolation,month_end,2022-01-31,320,156,77,Utah,65
interpolation,mid_month,2022-02-15,349,182,109,Utah,66
interpolation,month_end,2022-02-28,301,147,49,Utah,67
gap21_22,from wave,2022-03-01,304,111,52,Utah,68
interpolation,mid_month,2022-03-15,284,134,84,Utah,69
interpolation,month_end,2022-03-31,303,161,69,Utah,70
22,from wave,2022-04-09,236,28,16,Utah,71
interpolation,mid_month,2022-04-15,186,22,6,Utah,72
interpolation,month_end,2022-04-30,33,11,7,Utah,73
interpolation,mid_month,2022-05-15,25,14,1,Utah,74
interpolation,month_end,2022-05-31,30,16,12,Utah,75
gap22_23,from wave,2022-06-07,21,16,4,Utah,76
interpolation,mid_month,2022-06-15,32,16,12,Utah,77
interpolation,month_end,2022-06-30,39,23,10,Utah,78
23,from wave,2022-07-06,53,28,18,Utah,79
interpolation,mid_month,2022-07-15,76,35,22,Utah,80
interpolation,month_end,2022-07-31,66,31,16,Utah,81
gap23_24,from wave,2022-08-10,81,44,28,Utah,82
interpolation,mid_month,2022-08-15,71,40,12,Utah,83
interpolation,month_end,2022-08-31,68,28,15,Utah,84
24,from wave,2022-09-11,49,21,8,Utah,85
interpolation,mid_month,2022-09-15,49,21,8,Utah,86
interpolation,month_end,2022-09-30,53,20,10,Utah,87
gap24_25,from wave,2022-10-05,40,20,10,Utah,88
interpolation,mid_month,2022-10-15,45,13,6,Utah,89
interpolation,month_end,2022-10-31,35,22,9,Utah,90
25,from wave,2022-11-09,37,18,9,Utah,91
interpolation,mid_month,2022-11-15,42,20,11,Utah,92
interpolation,month_end,2022-11-30,54,34,21,Utah,93
interpolation,mid_month,2022-12-15,62,28,11,Utah,94
gap25_26,from wave,2022-12-21,72,34,23,Utah,95
interpolation,month_end,2022-12-31,51,0,0,Utah,96
interpolation,mid_month,2023-01-15,0,0,0,Utah,97
26,from wave,2023-01-17,0,0,0,Utah,98
interpolation,month_end,2023-01-31,0,0,0,Utah,99
interpolation,mid_month,2023-02-15,0,0,0,Utah,100
interpolation,month_end,2023-02-28,0,0,0,Utah,101
interpolation,mid_month,2023-03-15,0,0,0,Utah,102
interpolation,month_end,2023-03-31,0,0,0,Utah,103
gap26_27,from wave,2023-04-04,0,0,0,Utah,104
interpolation,mid_month,2023-04-15,0,0,0,Utah,105
interpolation,month_end,2023-04-30,0,0,0,Utah,106
27,from wave,2023-05-05,0,0,0,Utah,107
interpolation,mid_month,2023-05-15,0,0,0,Utah,108
interpolation,month_end,2023-05-31,0,0,0,Utah,109
interpolation,month_end,2020-03-31,0,0,0,Vermont,0
interpolation,mid_month,2020-04-15,29,29,29,Vermont,1
1,month_end,2020-04-30,47,18,7,Vermont,2
interpolation,mid_month,2020-05-15,24,4,0,Vermont,3
2,from wave,2020-05-21,16,2,1,Vermont,4
interpolation,month_end,2020-05-31,6,2,1,Vermont,5
3,from wave,2020-06-01,5,1,1,Vermont,6
gap3_5,from wave,2020-06-11,2,1,0,Vermont,7
interpolation,mid_month,2020-06-15,2,0,0,Vermont,8
5,from wave,2020-06-28,1,1,0,Vermont,9
interpolation,month_end,2020-06-30,1,1,0,Vermont,10
gap5_7,from wave,2020-07-09,1,0,0,Vermont,11
interpolation,mid_month,2020-07-15,1,0,0,Vermont,12
7,from wave,2020-07-26,0,0,0,Vermont,13
interpolation,month_end,2020-07-31,1,1,1,Vermont,14
gap7_9,from wave,2020-08-06,1,1,1,Vermont,15
interpolation,mid_month,2020-08-15,2,1,0,Vermont,16
9,from wave,2020-08-26,2,0,0,Vermont,17
interpolation,month_end,2020-08-31,1,0,0,Vermont,18
gap9_10,from wave,2020-09-03,1,0,0,Vermont,19
interpolation,mid_month,2020-09-15,0,0,0,Vermont,20
10,month_end,2020-09-30,0,0,0,Vermont,21
interpolation,mid_month,2020-10-15,0,0,0,Vermont,22
11,from wave,2020-10-23,0,0,0,Vermont,23
interpolation,month_end,2020-10-31,0,0,0,Vermont,24
12,from wave,2020-11-14,1,1,1,Vermont,25
interpolation,mid_month,2020-11-15,1,1,0,Vermont,26
13,month_end,2020-11-30,9,8,4,Vermont,27
gap13_14,mid_month,2020-12-15,37,27,15,Vermont,28
interpolation,month_end,2020-12-31,65,29,17,Vermont,29
14,from wave,2021-01-12,61,27,12,Vermont,30
interpolation,mid_month,2021-01-15,62,26,7,Vermont,31
interpolation,month_end,2021-01-31,37,10,3,Vermont,32
gap14_16,from wave,2021-02-04,35,14,7,Vermont,33
interpolation,mid_month,2021-02-15,26,15,6,Vermont,34
16,month_end,2021-02-28,32,15,8,Vermont,35
interpolation,mid_month,2021-03-15,25,10,6,Vermont,36
