Wave,month_intervals,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
interpolation,mid_month,2022-09-15,310,127,75,Indiana,86
interpolation,month_end,2022-09-30,290,127,67,Indiana,87
gap24_25,from wave,2022-10-05,225,94,34,Indiana,88
interpolation,mid_month,2022-10-15,235,108,68,Indiana,89
interpolation,month_end,2022-10-31,192,84,37,Indiana,90
25,from wave,2022-11-09,202,87,50,Indiana,91
interpolation,mid_month,2022-11-15,197,113,63,Indiana,92
interpolation,month_end,2022-11-30,238,125,59,Indiana,93
interpolation,mid_month,2022-12-15,290,139,73,Indiana,94
gap25_26,from wave,2022-12-21,224,139,73,Indiana,95
interpolation,month_end,2022-12-31,139,0,0,Indiana,96
interpolation,mid_month,2023-01-15,0,0,0,Indiana,97
26,from wave,2023-01-17,0,0,0,Indiana,98
interpolation,month_end,2023-01-31,0,0,0,Indiana,99
interpolation,mid_month,2023-02-15,0,0,0,Indiana,100
interpolation,month_end,2023-02-28,0,0,0,Indiana,101
interpolation,mid_month,2023-03-15,0,0,0,Indiana,102
interpolation,month_end,2023-03-31,0,0,0,Indiana,103
gap26_27,from wave,2023-04-04,0,0,0,Indiana,104
interpolation,mid_month,2023-04-15,0,0,0,Indiana,105
interpolation,month_end,2023-04-30,0,0,0,Indiana,106
27,from wave,2023-05-05,0,0,0,Indiana,107
interpolation,mid_month,2023-05-15,0,0,0,Indiana,108
interpolation,month_end,2023-05-31,0,0,0,Indiana,109
interpolation,month_end,2020-03-31,0,0,0,Iowa,0
interpolation,mid_month,2020-04-15,49,49,49,Iowa,1
1,month_end,2020-04-30,148,95,58,Iowa,2
interpolation,mid_month,2020-05-15,269,156,87,Iowa,3
2,from wave,2020-05-21,314,174,87,Iowa,4
interpolation,month_end,2020-05-31,369,185,85,Iowa,5
3,from wave,2020-06-01,365,184,79,Iowa,6
gap3_5,from wave,2020-06-11,360,135,57,Iowa,7
interpolation,mid_month,2020-06-15,316,117,47,Iowa,8
5,from wave,2020-06-28,198,54,23,Iowa,9
interpolation,month_end,2020-06-30,180,53,25,Iowa,10
gap5_7,from wave,2020-07-09,119,46,19,Iowa,11
interpolation,mid_month,2020-07-15,105,41,25,Iowa,12
7,from wave,2020-07-26,130,78,37,Iowa,13
interpolation,month_end,2020-07-31,149,84,45,Iowa,14
gap7_9,from wave,2020-08-06,177,86,46,Iowa,15
interpolation,mid_month,2020-08-15,193,98,55,Iowa,16
9,from wave,2020-08-26,230,113,57,Iowa,17
interpolation,month_end,2020-08-31,241,138,76,Iowa,18
gap9_10,from wave,2020-09-03,249,123,62,Iowa,19
interpolation,mid_month,2020-09-15,249,104,54,Iowa,20
10,month_end,2020-09-30,228,107,48,Iowa,21
interpolation,mid_month,2020-10-15,281,147,86,Iowa,22
11,from wave,2020-10-23,308,168,85,Iowa,23
interpolation,month_end,2020-10-31,356,190,85,Iowa,24
12,from wave,2020-11-14,467,258,144,Iowa,25
interpolation,mid_month,2020-11-15,469,269,143,Iowa,26
13,month_end,2020-11-30,685,410,197,Iowa,27
gap13_14,mid_month,2020-12-15,1284,843,546,Iowa,28
interpolation,month_end,2020-12-31,1396,472,155,Iowa,29
14,from wave,2021-01-12,931,395,147,Iowa,30
interpolation,mid_month,2021-01-15,915,360,186,Iowa,31
interpolation,month_end,2021-01-31,760,330,165,Iowa,32
gap14_16,from wave,2021-02-04,983,581,475,Iowa,33
interpolation,mid_month,2021-02-15,979,335,128,Iowa,34
16,month_end,2021-02-28,938,234,134,Iowa,35
interpolation,mid_month,2021-03-15,418,170,83,Iowa,36
gap16_17,month_end,2021-03-31,258,72,46,Iowa,37
interpolation,mid_month,2021-04-15,215,114,21,Iowa,38
interpolation,month_end,2021-04-30,202,61,27,Iowa,39
17,from wave,2021-05-03,205,78,32,Iowa,40
interpolation,mid_month,2021-05-15,141,48,15,Iowa,41
interpolation,month_end,2021-05-31,105,49,20,Iowa,42
gap17_18,from wave,2021-06-08,89,38,18,Iowa,43
interpolation,mid_month,2021-06-15,102,47,29,Iowa,44
interpolation,month_end,2021-06-30,79,31,17,Iowa,45
18,mid_month,2021-07-15,56,20,9,Iowa,46
interpolation,month_end,2021-07-31,45,25,13,Iowa,47
interpolation,mid_month,2021-08-15,52,27,17,Iowa,48
gap18_19,from wave,2021-08-25,56,33,16,Iowa,49
interpolation,month_end,2021-08-31,85,58,42,Iowa,50
interpolation,mid_month,2021-09-15,127,69,30,Iowa,51
19,from wave,2021-09-28,215,146,82,Iowa,52
interpolation,month_end,2021-09-30,295,162,80,Iowa,53
interpolation,mid_month,2021-10-15,411,185,94,Iowa,54
interpolation,month_end,2021-10-31,402,217,117,Iowa,55
gap19_20,from wave,2021-11-02,402,217,117,Iowa,56
interpolation,mid_month,2021-11-15,418,201,97,Iowa,57
interpolation,month_end,2021-11-30,389,188,86,Iowa,58
20,from wave,2021-12-02,480,177,91,Iowa,59
interpolation,mid_month,2021-12-15,384,196,105,Iowa,60
gap20_21,from wave,2021-12-21,412,235,130,Iowa,61
interpolation,month_end,2021-12-31,504,178,59,Iowa,62
interpolation,mid_month,2022-01-15,521,343,182,Iowa,63
21,from wave,2022-01-25,518,298,116,Iowa,64
interpolation,month_end,2022-01-31,643,300,184,Iowa,65
interpolation,mid_month,2022-02-15,628,328,172,Iowa,66
interpolation,month_end,2022-02-28,584,256,137,Iowa,67
gap21_22,from wave,2022-03-01,584,256,137,Iowa,68
interpolation,mid_month,2022-03-15,433,177,91,Iowa,69
interpolation,month_end,2022-03-31,360,96,43,Iowa,70
22,from wave,2022-04-09,192,52,9,Iowa,71
interpolation,mid_month,2022-04-15,213,30,21,Iowa,72
interpolation,month_end,2022-04-30,84,54,19,Iowa,73
interpolation,mid_month,2022-05-15,80,26,22,Iowa,74
interpolation,month_end,2022-05-31,58,32,16,Iowa,75
gap22_23,from wave,2022-06-07,69,31,15,Iowa,76
interpolation,mid_month,2022-06-15,59,27,12,Iowa,77
interpolation,month_end,2022-06-30,101,74,9,Iowa,78
23,from wave,2022-07-06,86,74,9,Iowa,79
interpolation,mid_month,2022-07-15,104,30,15,Iowa,80
interpolation,month_end,2022-07-31,94,64,23,Iowa,81
gap23_24,from wave,2022-08-10,114,58,35,Iowa,82
interpolation,mid_month,2022-08-15,132,68,33,Iowa,83
interpolation,month_end,2022-08-31,125,57,25,Iowa,84
24,from wave,2022-09-11,118,61,28,Iowa,85
interpolation,mid_month,2022-09-15,144,54,26,Iowa,86
interpolation,month_end,2022-09-30,170,83,26,Iowa,87
gap24_25,from wave,2022-10-05,137,83,26,Iowa,88
interpolation,mid_month,2022-10-15,131,48,28,Iowa,89
interpolation,month_end,2022-10-31,100,52,25,Iowa,90
25,from wave,2022-11-09,110,55,30,Iowa,91
interpolation,mid_month,2022-11-15,104,52,22,Iowa,92
interpolation,month_end,2022-11-30,99,47,23,Iowa,93
interpolation,mid_month,2022-12-15,114,49,27,Iowa,94
gap25_26,from wave,2022-12-21,90,49,27,Iowa,95
interpolation,month_end,2022-12-31,49,0,0,Iowa,96
interpolation,mid_month,2023-01-15,0,0,0,Iowa,97
26,from wave,2023-01-17,0,0,0,Iowa,98
interpolation,month_end,2023-01-31,0,0,0,Iowa,99
interpolation,mid_month,2023-02-15,0,0,0,Iowa,100
interpolation,month_end,2023-02-28,0,0,0,Iowa,101
interpolation,mid_month,2023-03-15,0,0,0,Iowa,102
interpolation,month_end,2023-03-31,0,0,0,Iowa,103
gap26_27,from wave,2023-04-04,0,0,0,Iowa,104
interpolation,mid_month,2023-04-15,0,0,0,Iowa,105
interpolation,month_end,2023-04-30,0,0,0,Iowa,106
27,from wave,2023-05-05,0,0,0,Iowa,107
interpolation,mid_month,2023-05-15,0,0,0,Iowa,108
interpolation,month_end,2023-05-31,0,0,0,Iowa,109
interpolation,month_end,2020-03-31,0,0,0,Kansas,0
interpolation,mid_month,2020-04-15,77,77,77,Kansas,1
1,month_end,2020-04-30,134,61,22,Kansas,2
interpolation,mid_month,2020-05-15,112,55,24,Kansas,3
2,from wave,2020-05-21,100,38,14,Kansas,4
interpolation,month_end,2020-05-31,81,20,10,Kansas,5
3,from wave,2020-06-01,75,20,10,Kansas,6
gap3_5,from wave,2020-06-11,60,27,14,Kansas,7
interpolation,mid_month,2020-06-15,52,30,12,Kansas,8
5,from wave,2020-06-28,54,23,12,Kansas,9
interpolation,month_end,2020-06-30,58,27,15,Kansas,10
gap5_7,from wave,2020-07-09,53,28,12,Kansas,11
interpolation,mid_month,2020-07-15,54,26,10,Kansas,12
7,from wave,2020-07-26,67,34,21,Kansas,13
interpolation,month_end,2020-07-31,84,52,35,Kansas,14
gap7_9,from wave,2020-08-06,87,51,23,Kansas,15
interpolation,mid_month,2020-08-15,100,46,24,Kansas,16
9,from wave,2020-08-26,99,37,19,Kansas,17
interpolation,month_end,2020-08-31,93,45,25,Kansas,18
gap9_10,from wave,2020-09-03,94,46,19,Kansas,19
interpolation,mid_month,2020-09-15,137,90,56,Kansas,20
10,month_end,2020-09-30,202,95,38,Kansas,21
interpolation,mid_month,2020-10-15,297,160,115,Kansas,22
11,from wave,2020-10-23,339,205,114,Kansas,23
interpolation,month_end,2020-10-31,351,170,54,Kansas,24
12,from wave,2020-11-14,418,227,90,Kansas,25
interpolation,mid_month,2020-11-15,418,227,90,Kansas,26
13,month_end,2020-11-30,501,274,119,Kansas,27
gap13_14,mid_month,2020-12-15,859,554,255,Kansas,28
interpolation,month_end,2020-12-31,1192,500,250,Kansas,29
14,from wave,2021-01-12,1194,711,362,Kansas,30
interpolation,mid_month,2021-01-15,1259,621,334,Kansas,31
interpolation,month_end,2021-01-31,1047,285,186,Kansas,32
gap14_16,from wave,2021-02-04,998,315,169,Kansas,33
interpolation,mid_month,2021-02-15,850,563,254,Kansas,34
16,month_end,2021-02-28,989,363,119,Kansas,35
interpolation,mid_month,2021-03-15,449,86,10,Kansas,36
gap16_17,month_end,2021-03-31,167,68,53,Kansas,37
interpolation,mid_month,2021-04-15,109,30,11,Kansas,38
interpolation,month_end,2021-04-30,82,41,24,Kansas,39
17,from wave,2021-05-03,56,36,21,Kansas,40
interpolation,mid_month,2021-05-15,101,56,22,Kansas,41
interpolation,month_end,2021-05-31,94,38,19,Kansas,42
gap17_18,from wave,2021-06-08,84,42,24,Kansas,43
interpolation,mid_month,2021-06-15,86,48,24,Kansas,44
interpolation,month_end,2021-06-30,73,25,21,Kansas,45
18,mid_month,2021-07-15,64,33,24,Kansas,46
interpolation,month_end,2021-07-31,105,60,20,Kansas,47
interpolation,mid_month,2021-08-15,194,130,86,Kansas,48
gap18_19,from wave,2021-08-25,260,174,101,Kansas,49
interpolation,month_end,2021-08-31,299,160,62,Kansas,50
interpolation,mid_month,2021-09-15,386,217,142,Kansas,51
19,from wave,2021-09-28,478,251,109,Kansas,52
interpolation,month_end,2021-09-30,495,250,132,Kansas,53
interpolation,mid_month,2021-10-15,377,99,44,Kansas,54
interpolation,month_end,2021-10-31,362,248,202,Kansas,55
gap19_20,from wave,2021-11-02,352,250,179,Kansas,56
interpolation,mid_month,2021-11-15,452,204,123,Kansas,57
interpolation,month_end,2021-11-30,272,72,44,Kansas,58
20,from wave,2021-12-02,354,141,105,Kansas,59
interpolation,mid_month,2021-12-15,258,190,82,Kansas,60
gap20_21,from wave,2021-12-21,284,128,41,Kansas,61
interpolation,month_end,2021-12-31,317,107,52,Kansas,62
interpolation,mid_month,2022-01-15,264,157,66,Kansas,63
21,from wave,2022-01-25,384,223,175,Kansas,64
interpolation,month_end,2022-01-31,513,356,198,Kansas,65
interpolation,mid_month,2022-02-15,557,187,1,Kansas,66
interpolation,month_end,2022-02-28,415,214,29,Kansas,67
gap21_22,from wave,2022-03-01,424,223,28,Kansas,68
interpolation,mid_month,2022-03-15,308,85,40,Kansas,69
interpolation,month_end,2022-03-31,349,204,95,Kansas,70
22,from wave,2022-04-09,498,281,106,Kansas,71
interpolation,mid_month,2022-04-15,473,209,105,Kansas,72
interpolation,month_end,2022-04-30,343,111,39,Kansas,73
interpolation,mid_month,2022-05-15,219,85,29,Kansas,74
interpolation,month_end,2022-05-31,304,219,136,Kansas,75
gap22_23,from wave,2022-06-07,252,140,4,Kansas,76
interpolation,mid_month,2022-06-15,226,7,3,Kansas,77
interpolation,month_end,2022-06-30,13,9,7,Kansas,78
23,from wave,2022-07-06,9,9,7,Kansas,79
interpolation,mid_month,2022-07-15,11,5,-4,Kansas,80
interpolation,month_end,2022-07-31,19,14,5,Kansas,81
gap23_24,from wave,2022-08-10,9,4,-1,Kansas,82
interpolation,mid_month,2022-08-15,-22,-36,-35,Kansas,83
interpolation,month_end,2022-08-31,-13,23,11,Kansas,84
24,from wave,2022-09-11,94,71,10,Kansas,85
interpolation,mid_month,2022-09-15,137,53,43,Kansas,86
interpolation,month_end,2022-09-30,597,483,476,Kansas,87
gap24_25,from wave,2022-10-05,536,483,476,Kansas,88
interpolation,mid_month,2022-10-15,518,35,17,Kansas,89
interpolation,month_end,2022-10-31,52,17,6,Kansas,90
25,from wave,2022-11-09,47,19,13,Kansas,91
interpolation,mid_month,2022-11-15,36,19,6,Kansas,92
interpolation,month_end,2022-11-30,50,31,5,Kansas,93
interpolation,mid_month,2022-12-15,76,23,10,Kansas,94
gap25_26,from wave,2022-12-21,50,23,10,Kansas,95
interpolation,month_end,2022-12-31,23,0,0,Kansas,96
interpolation,mid_month,2023-01-15,0,0,0,Kansas,97
26,from wave,2023-01-17,0,0,0,Kansas,98
interpolation,month_end,2023-01-31,0,0,0,Kansas,99
interpolation,mid_month,2023-02-15,0,0,0,Kansas,100
interpolation,month_end,2023-02-28,0,0,0,Kansas,101
interpolation,mid_month,2023-03-15,0,0,0,Kansas,102
interpolation,month_end,2023-03-31,0,0,0,Kansas,103
gap26_27,from wave,2023-04-04,0,0,0,Kansas,104
interpolation,mid_month,2023-04-15,0,0,0,Kansas,105
interpolation,month_end,2023-04-30,0,0,0,Kansas,106
27,from wave,2023-05-05,0,0,0,Kansas,107
interpolation,mid_month,2023-05-15,0,0,0,Kansas,108
interpolation,month_end,2023-05-31,0,0,0,Kansas,109
interpolation,month_end,2020-03-31,0,0,0,Kentucky,0
interpolation,mid_month,2020-04-15,106,106,106,Kentucky,1
1,month_end,2020-04-30,234,119,49,Kentucky,2
interpolation,mid_month,2020-05-15,222,88,34,Kentucky,3
2,from wave,2020-05-21,222,93,55,Kentucky,4
interpolation,month_end,2020-05-31,191,97,40,Kentucky,5
3,from wave,2020-06-01,185,97,40,Kentucky,6
gap3_5,from wave,2020-06-11,173,84,34,Kentucky,7
interpolation,mid_month,2020-06-15,167,68,29,Kentucky,8
5,from wave,2020-06-28,145,55,30,Kentucky,9
interpolation,month_end,2020-06-30,129,55,34,Kentucky,10
gap5_7,from wave,2020-07-09,136,70,36,Kentucky,11
interpolation,mid_month,2020-07-15,136,70,33,Kentucky,12
7,from wave,2020-07-26,150,74,29,Kentucky,13
interpolation,month_end,2020-07-31,166,81,47,Kentucky,14
gap7_9,from wave,2020-08-06,159,75,28,Kentucky,15
interpolation,mid_month,2020-08-15,159,69,40,Kentucky,16
9,from wave,2020-08-26,195,112,65,Kentucky,17
interpolation,month_end,2020-08-31,194,119,57,Kentucky,18
gap9_10,from wave,2020-09-03,222,124,64,Kentucky,19
interpolation,mid_month,2020-09-15,255,132,69,Kentucky,20
10,month_end,2020-09-30,241,96,51,Kentucky,21
interpolation,mid_month,2020-10-15,211,102,53,Kentucky,22
11,from wave,2020-10-23,261,146,84,Kentucky,23
interpolation,month_end,2020-10-31,302,176,80,Kentucky,24
12,from wave,2020-11-14,371,171,103,Kentucky,25
interpolation,mid_month,2020-11-15,362,173,97,Kentucky,26
13,month_end,2020-11-30,420,235,109,Kentucky,27
gap13_14,mid_month,2020-12-15,566,316,142,Kentucky,28
interpolation,month_end,2020-12-31,715,361,157,Kentucky,29
14,from wave,2021-01-12,730,359,173,Kentucky,30
interpolation,mid_month,2021-01-15,803,419,199,Kentucky,31
interpolation,month_end,2021-01-31,1091,621,328,Kentucky,32
gap14_16,from wave,2021-02-04,1114,620,321,Kentucky,33
interpolation,mid_month,2021-02-15,1221,537,231,Kentucky,34
16,month_end,2021-02-28,1014,353,199,Kentucky,35
interpolation,mid_month,2021-03-15,729,345,163,Kentucky,36
gap16_17,month_end,2021-03-31,1428,1036,251,Kentucky,37
interpolation,mid_month,2021-04-15,1280,195,87,Kentucky,38
interpolation,month_end,2021-04-30,432,195,116,Kentucky,39
17,from wave,2021-05-03,388,179,68,Kentucky,40
interpolation,mid_month,2021-05-15,358,142,84,Kentucky,41
interpolation,month_end,2021-05-31,301,146,86,Kentucky,42
gap17_18,from wave,2021-06-08,525,383,297,Kentucky,43
interpolation,mid_month,2021-06-15,515,357,60,Kentucky,44
interpolation,month_end,2021-06-30,415,46,23,Kentucky,45
18,mid_month,2021-07-15,113,56,26,Kentucky,46
interpolation,month_end,2021-07-31,114,50,22,Kentucky,47
interpolation,mid_month,2021-08-15,153,94,58,Kentucky,48
gap18_19,from wave,2021-08-25,258,181,116,Kentucky,49
interpolation,month_end,2021-08-31,401,290,183,Kentucky,50
interpolation,mid_month,2021-09-15,653,331,190,Kentucky,51
19,from wave,2021-09-28,881,508,240,Kentucky,52
interpolation,month_end,2021-09-30,976,573,295,Kentucky,53
interpolation,mid_month,2021-10-15,1167,492,240,Kentucky,54
interpolation,month_end,2021-10-31,1006,433,187,Kentucky,55
gap19_20,from wave,2021-11-02,956,418,174,Kentucky,56
interpolation,mid_month,2021-11-15,977,482,277,Kentucky,57
interpolation,month_end,2021-11-30,1137,633,206,Kentucky,58
20,from wave,2021-12-02,1173,633,192,Kentucky,59
interpolation,mid_month,2021-12-15,1406,733,328,Kentucky,60
gap20_21,from wave,2021-12-21,1199,558,185,Kentucky,61
interpolation,month_end,2021-12-31,1175,399,200,Kentucky,62
interpolation,mid_month,2022-01-15,825,400,160,Kentucky,63
21,from wave,2022-01-25,845,338,245,Kentucky,64
interpolation,month_end,2022-01-31,772,372,203,Kentucky,65
interpolation,mid_month,2022-02-15,898,456,260,Kentucky,66
interpolation,month_end,2022-02-28,868,458,193,Kentucky,67
gap21_22,from wave,2022-03-01,966,440,209,Kentucky,68
interpolation,mid_month,2022-03-15,797,241,79,Kentucky,69
interpolation,month_end,2022-03-31,1039,798,236,Kentucky,70
22,from wave,2022-04-09,1116,475,169,Kentucky,71
interpolation,mid_month,2022-04-15,1141,343,131,Kentucky,72
interpolation,month_end,2022-04-30,580,224,114,Kentucky,73
interpolation,mid_month,2022-05-15,578,293,116,Kentucky,74
interpolation,month_end,2022-05-31,410,103,24,Kentucky,75
gap22_23,from wave,2022-06-07,304,95,71,Kentucky,76
interpolation,mid_month,2022-06-15,256,127,63,Kentucky,77
interpolation,month_end,2022-06-30,223,78,36,Kentucky,78
23,from wave,2022-07-06,195,64,31,Kentucky,79
interpolation,mid_month,2022-07-15,195,103,60,Kentucky,80
interpolation,month_end,2022-07-31,224,113,58,Kentucky,81
gap23_24,from wave,2022-08-10,269,124,88,Kentucky,82
interpolation,mid_month,2022-08-15,251,138,76,Kentucky,83
interpolation,month_end,2022-08-31,291,127,55,Kentucky,84
24,from wave,2022-09-11,294,143,66,Kentucky,85
interpolation,mid_month,2022-09-15,320,148,80,Kentucky,86
interpolation,month_end,2022-09-30,325,130,59,Kentucky,87
gap24_25,from wave,2022-10-05,313,135,86,Kentucky,88
interpolation,mid_month,2022-10-15,302,158,77,Kentucky,89
interpolation,month_end,2022-10-31,257,99,36,Kentucky,90
25,from wave,2022-11-09,278,102,41,Kentucky,91
interpolation,mid_month,2022-11-15,248,88,47,Kentucky,92
interpolation,month_end,2022-11-30,241,92,43,Kentucky,93
interpolation,mid_month,2022-12-15,170,78,50,Kentucky,94
gap25_26,from wave,2022-12-21,170,50,0,Kentucky,95
interpolation,month_end,2022-12-31,78,0,0,Kentucky,96
interpolation,mid_month,2023-01-15,0,0,0,Kentucky,97
26,from wave,2023-01-17,0,0,0,Kentucky,98
interpolation,month_end,2023-01-31,0,0,0,Kentucky,99
interpolation,mid_month,2023-02-15,0,0,0,Kentucky,100
interpolation,month_end,2023-02-28,0,0,0,Kentucky,101
interpolation,mid_month,2023-03-15,0,0,0,Kentucky,102
interpolation,month_end,2023-03-31,0,0,0,Kentucky,103
gap26_27,from wave,2023-04-04,0,0,0,Kentucky,104
interpolation,mid_month,2023-04-15,0,0,0,Kentucky,105
interpolation,month_end,2023-04-30,0,0,0,Kentucky,106
27,from wave,2023-05-05,0,0,0,Kentucky,107
interpolation,mid_month,2023-05-15,0,0,0,Kentucky,108
interpolation,month_end,2023-05-31,0,0,0,Kentucky,109
interpolation,month_end,2020-03-31,0,0,0,Louisiana,0
interpolation,mid_month,2020-04-15,1013,1013,1013,Louisiana,1
1,month_end,2020-04-30,1845,742,372,Louisiana,2
interpolation,mid_month,2020-05-15,1404,512,209,Louisiana,3
2,from wave,2020-05-21,1280,441,227,Louisiana,4
interpolation,month_end,2020-05-31,881,307,118,Louisiana,5
3,from wave,2020-06-01,821,300,100,Louisiana,6
gap3_5,from wave,2020-06-11,660,245,98,Louisiana,7
interpolation,mid_month,2020-06-15,566,223,78,Louisiana,8
5,from wave,2020-06-28,449,186,86,Louisiana,9
interpolation,month_end,2020-06-30,413,181,82,Louisiana,10
gap5_7,from wave,2020-07-09,395,187,101,Louisiana,11
interpolation,mid_month,2020-07-15,431,224,126,Louisiana,12
7,from wave,2020-07-26,551,312,206,Louisiana,13
interpolation,month_end,2020-07-31,704,440,351,Louisiana,14
gap7_9,from wave,2020-08-06,800,538,213,Louisiana,15
interpolation,mid_month,2020-08-15,969,481,223,Louisiana,16
9,from wave,2020-08-26,1034,484,243,Louisiana,17
interpolation,month_end,2020-08-31,982,424,185,Louisiana,18
gap9_10,from wave,2020-09-03,980,395,153,Louisiana,19
interpolation,mid_month,2020-09-15,822,302,147,Louisiana,20
10,month_end,2020-09-30,559,212,102,Louisiana,21
interpolation,mid_month,2020-10-15,443,184,91,Louisiana,22
11,from wave,2020-10-23,411,190,92,Louisiana,23
interpolation,month_end,2020-10-31,408,192,99,Louisiana,24
12,from wave,2020-11-14,426,202,105,Louisiana,25
interpolation,mid_month,2020-11-15,414,202,105,Louisiana,26
13,month_end,2020-11-30,488,275,147,Louisiana,27
gap13_14,mid_month,2020-12-15,724,425,238,Louisiana,28
interpolation,month_end,2020-12-31,1028,515,222,Louisiana,29
14,from wave,2021-01-12,1151,582,333,Louisiana,30
interpolation,mid_month,2021-01-15,1185,592,352,Louisiana,31
interpolation,month_end,2021-01-31,1313,721,318,Louisiana,32
gap14_16,from wave,2021-02-04,1421,623,318,Louisiana,33
interpolation,mid_month,2021-02-15,1212,433,173,Louisiana,34
16,month_end,2021-02-28,844,311,147,Louisiana,35
interpolation,mid_month,2021-03-15,608,276,136,Louisiana,36
gap16_17,month_end,2021-03-31,524,207,95,Louisiana,37
interpolation,mid_month,2021-04-15,361,123,79,Louisiana,38
interpolation,month_end,2021-04-30,244,103,52,Louisiana,39
17,from wave,2021-05-03,221,100,46,Louisiana,40
interpolation,mid_month,2021-05-15,214,96,45,Louisiana,41
interpolation,month_end,2021-05-31,194,98,54,Louisiana,42
gap17_18,from wave,2021-06-08,186,84,43,Louisiana,43
interpolation,mid_month,2021-06-15,177,79,36,Louisiana,44
interpolation,month_end,2021-06-30,156,72,33,Louisiana,45
18,mid_month,2021-07-15,153,70,43,Louisiana,46
interpolation,month_end,2021-07-31,261,171,99,Louisiana,47
interpolation,mid_month,2021-08-15,698,520,309,Louisiana,48
gap18_19,from wave,2021-08-25,1216,763,410,Louisiana,49
interpolation,month_end,2021-08-31,1360,775,382,Louisiana,50
interpolation,mid_month,2021-09-15,1601,761,341,Louisiana,51
19,from wave,2021-09-28,1437,740,323,Louisiana,52
interpolation,month_end,2021-09-30,1541,582,243,Louisiana,53
interpolation,mid_month,2021-10-15,1176,347,157,Louisiana,54
interpolation,month_end,2021-10-31,598,226,85,Louisiana,55
gap19_20,from wave,2021-11-02,567,205,75,Louisiana,56
interpolation,mid_month,2021-11-15,364,138,70,Louisiana,57
interpolation,month_end,2021-11-30,247,95,40,Louisiana,58
20,from wave,2021-12-02,253,84,31,Louisiana,59
interpolation,mid_month,2021-12-15,199,83,40,Louisiana,60
gap20_21,from wave,2021-12-21,185,97,50,Louisiana,61
interpolation,month_end,2021-12-31,185,68,33,Louisiana,62
interpolation,mid_month,2022-01-15,225,151,83,Louisiana,63
21,from wave,2022-01-25,421,301,237,Louisiana,64
interpolation,month_end,2022-01-31,645,494,307,Louisiana,65
interpolation,mid_month,2022-02-15,1080,543,264,Louisiana,66
interpolation,month_end,2022-02-28,975,430,206,Louisiana,67
gap21_22,from wave,2022-03-01,975,389,141,Louisiana,68
interpolation,mid_month,2022-03-15,737,307,128,Louisiana,69
interpolation,month_end,2022-03-31,511,157,72,Louisiana,70
22,from wave,2022-04-09,345,101,39,Louisiana,71
interpolation,mid_month,2022-04-15,244,67,19,Louisiana,72
interpolation,month_end,2022-04-30,131,54,25,Louisiana,73
interpolation,mid_month,2022-05-15,101,47,19,Louisiana,74
interpolation,month_end,2022-05-31,77,28,10,Louisiana,75
gap22_23,from wave,2022-06-07,69,30,20,Louisiana,76
interpolation,mid_month,2022-06-15,67,36,12,Louisiana,77
interpolation,month_end,2022-06-30,84,40,26,Louisiana,78
23,from wave,2022-07-06,80,41,17,Louisiana,79
interpolation,mid_month,2022-07-15,110,60,46,Louisiana,80
interpolation,month_end,2022-07-31,159,97,55,Louisiana,81
gap23_24,from wave,2022-08-10,240,149,65,Louisiana,82
interpolation,mid_month,2022-08-15,225,128,66,Louisiana,83
interpolation,month_end,2022-08-31,295,144,50,Louisiana,84
24,from wave,2022-09-11,233,80,46,Louisiana,85
interpolation,mid_month,2022-09-15,247,84,56,Louisiana,86
interpolation,month_end,2022-09-30,192,90,62,Louisiana,87
gap24_25,from wave,2022-10-05,202,92,48,Louisiana,88
interpolation,mid_month,2022-10-15,181,70,34,Louisiana,89
interpolation,month_end,2022-10-31,102,32,30,Louisiana,90
25,from wave,2022-11-09,91,55,25,Louisiana,91
interpolation,mid_month,2022-11-15,81,49,24,Louisiana,92
interpolation,month_end,2022-11-30,93,44,27,Louisiana,93
interpolation,mid_month,2022-12-15,107,50,28,Louisiana,94
gap25_26,from wave,2022-12-21,90,50,28,Louisiana,95
interpolation,month_end,2022-12-31,50,0,0,Louisiana,96
interpolation,mid_month,2023-01-15,0,0,0,Louisiana,97
26,from wave,2023-01-17,0,0,0,Louisiana,98
interpolation,month_end,2023-01-31,0,0,0,Louisiana,99
interpolation,mid_month,2023-02-15,0,0,0,Louisiana,100
interpolation,month_end,2023-02-28,0,0,0,Louisiana,101
interpolation,mid_month,2023-03-15,0,0,0,Louisiana,102
interpolation,month_end,2023-03-31,0,0,0,Louisiana,103
gap26_27,from wave,2023-04-04,0,0,0,Louisiana,104
interpolation,mid_month,2023-04-15,0,0,0,Louisiana,105
interpolation,month_end,2023-04-30,0,0,0,Louisiana,106
27,from wave,2023-05-05,0,0,0,Louisiana,107
interpolation,mid_month,2023-05-15,0,0,0,Louisiana,108
interpolation,month_end,2023-05-31,0,0,0,Louisiana,109
interpolation,month_end,2020-03-31,0,0,0,Maine,0
interpolation,mid_month,2020-04-15,20,20,20,Maine,1
1,month_end,2020-04-30,52,28,13,Maine,2
interpolation,mid_month,2020-05-15,49,16,7,Maine,3
2,from wave,2020-05-21,38,11,7,Maine,4
interpolation,month_end,2020-05-31,36,19,12,Maine,5
3,from wave,2020-06-01,34,19,11,Maine,6
gap3_5,from wave,2020-06-11,35,19,5,Maine,7
interpolation,mid_month,2020-06-15,31,11,1,Maine,8
5,from wave,2020-06-28,20,4,2,Maine,9
