Wave,End_Date,state,Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours,Total_N,new_ind
interpolation,2020-05-15,NC,54.64561096857801,64.52417286001186,72.67912368568105,53.205391527776214,28.298874394984203,0.991920668938311,12.097577285088157,7.315571449868692,8.789675005113772,2.7638950324096045,1.3416144546063937,29.59718400065431,7.015673523281084,1.8648381304737887,0.935466905291534,,3
2,2020-05-21,NC,54.87103911121275,65.04952036899239,74.67229507306817,55.80687800668992,27.650344080254374,1.3661029830153553,11.921904556481756,8.854526153110028,9.396417549474616,3.363455569425973,1.3189509435715747,31.222722404671533,7.440794470165621,2.411128544094348,0.917723343240154,608.0,4
interpolation,2020-05-31,NC,60.09090139220783,68.5502265761999,83.14791918393865,58.577570575219276,25.56577589004241,2.326984312178915,11.103419307945884,12.964250276706586,11.499444827246567,4.251662181325418,1.4573410687198738,33.68470358749993,7.782348968367324,3.8866234834281777,0.6866501440288514,,5
3,2020-06-01,NC,60.40796930315723,68.72426815430508,83.62595060986574,58.65756641614597,25.48515531334062,2.402823840186356,11.171473801627076,13.31328829432513,11.68143811263906,4.362752572388733,1.4803105833884482,33.95629132236957,7.835720172302599,4.009399942619634,0.6823200231262168,558.0,6
gap3_5,2020-06-11,NC,59.05740719392693,67.06613897892004,81.3846656663436,57.075642085886216,26.86184875984058,2.7591401587357356,14.205980239953304,15.411673639167745,12.74326042584663,5.833777018053962,1.787613633915275,37.12085051199252,8.76583089444758,4.697092510722328,0.976737128993512,,7
interpolation,2020-06-15,NC,56.23112134320414,64.68552146170757,76.93902719451697,55.24326500811444,28.516360041832257,2.6983553780379945,16.60851798102412,15.545481309740598,12.783862921072123,6.6035961463998145,1.9496548377426082,38.610877226486124,9.337575997743679,4.698058478181385,1.2649792473087051,,8
5,2020-06-28,NC,49.31299379025687,59.3991365713303,66.870468656747,53.91531374166368,32.87235452193197,2.695636845871749,22.155704204133706,15.434384627400204,12.712299719614697,8.434067542292237,2.349923798630529,41.298775315268266,10.468614384674655,4.221091306007146,1.8264516563700008,563.0,9
interpolation,2020-06-30,NC,48.89501611497901,59.195270019031206,66.46741729067585,54.61990958881259,33.24261466738294,2.751573023349945,22.493678765970866,15.41031148899344,12.713023093041146,8.582924359806084,2.385930066424659,41.32864895550829,10.49847086038421,4.100583106318862,1.8304512646564912,,10
gap5_7,2020-07-09,NC,49.14707039007725,60.288967855443644,68.4353463544965,60.78994783954139,33.91913891200372,3.189255385548891,22.313616573491228,15.27894394045504,12.754997492661232,8.814691289268708,2.463565482768084,40.19703816584492,10.157131882169153,3.402771713084852,1.5765929862292276,,11
interpolation,2020-07-15,NC,50.97859587957651,62.56983557156431,72.6692646130882,67.15803682064795,33.55342827768643,3.6069510246724428,20.826950857863945,15.169576748586465,12.78705662812972,8.605741212750853,2.4376346609546036,38.485575761754944,9.579309042899949,2.8432175102459682,1.1995681921685668,,12
7,2020-07-26,NC,53.144981541326786,65.3113739167159,77.80100553511872,75.55733690727563,32.58510162711127,3.906438755412726,18.292658174821337,14.909548884009489,12.329358405097723,8.054453300065669,2.212366013688528,36.6296620309596,9.17838052324222,2.4147329946825686,0.7404334137346795,447.0,13
interpolation,2020-07-31,NC,53.403882533004975,65.72457270483066,78.6036587969632,77.60374132898113,32.082587830628746,3.809240493474386,17.363464686978233,14.765228132177372,11.87595234692217,7.7592002109123825,2.03317898986432,36.48648687324414,9.34227309117281,2.5124180297380376,0.6618879341752228,,14
gap7_9,2020-08-06,NC,53.11576241799695,65.53322337133123,78.30462880643684,78.59797275044937,31.42811988671732,3.5001061140216403,16.432207630236917,14.5704890589337,11.129441912753673,7.3680456726339205,1.7548010093450772,36.89252482791856,9.824503736103898,2.870911919061636,0.6750088799800303,,15
interpolation,2020-08-15,NC,51.6776424810015,64.03550811314807,75.80252370884568,77.5673421286719,30.5319836399199,2.7714954377865375,15.434668783200387,14.246507504591342,9.746083955915879,6.767568293107884,1.2621686870952515,38.49004436723995,11.006364816393358,3.775970678051,0.8751606972878823,,16
9,2020-08-26,NC,50.034382019179446,61.793757825256215,73.63030280222178,75.94244057760477,31.10495915666409,2.481527387141422,15.054075860611931,13.896460819975292,8.831253366979588,6.505061208586646,0.9745785733394342,40.503011276261034,12.19184913349656,4.469646472301971,1.1001163358864097,517.0,17
interpolation,2020-08-31,NC,49.42634108619873,60.711880974984176,73.19985166449231,75.2787491650665,32.056843258546415,2.6253671730306465,15.19645139025764,13.759479736886847,8.764450293681469,6.5845531327953815,0.9824570296401038,41.35397573755626,12.580704147765383,4.578865425694272,1.177809541830949,,18
gap9_10,2020-09-03,NC,49.10318521858274,60.04388503081549,73.10865758234813,74.90300437801848,32.835405925229935,2.794364078146192,15.3764884018372,13.683930400918527,8.829077153477202,6.691892285199776,1.0287644740046815,41.84534826512817,12.769016708275068,4.582570329985848,1.2170576582812351,,19
interpolation,2020-09-15,NC,48.133226568813804,57.28474853096679,73.93407532436461,73.57141801757012,37.36828248681362,4.057958869854016,16.776791384587234,13.442806942362637,9.859949382076644,7.542224168818164,1.508068337855283,43.635552733094755,13.18484145752473,4.16154270825737,1.3209803778981841,,20
10,2020-09-30,NC,48.098432611545675,56.05924519708919,74.84560488740631,72.42016521051234,40.124640169322824,5.50928765722655,18.74776058808429,13.780735748721243,12.310063688273448,8.379548790711475,1.977713024039407,44.08875683678162,12.948880143421936,3.8939833722607857,1.4288787684191748,561.0,21
interpolation,2020-10-15,NC,49.500392263082446,58.204441993976786,74.50902773030468,71.91228636189673,37.0761165381317,6.136982736835726,20.269218611990635,14.961751106342371,15.519947776638997,8.389536069202324,1.9943441912623678,41.98102356941029,11.838076425278588,4.431122973246068,1.5531369842527019,,22
11,2020-10-23,NC,50.1688252915542,59.042773491101066,75.1171189002724,72.0427123424949,34.65345295895279,5.890561134498689,19.97323443858501,15.108615293141527,15.142458978476457,7.630505584380138,2.2378280114691096,40.23848818980673,10.563088163124457,4.680563419513814,1.5987579766477238,562.0,23
interpolation,2020-10-31,NC,50.48046727724687,58.90653878298913,76.86029564870297,72.51483387198745,32.389839456706305,5.129256467651303,18.489012665918043,14.544999946627787,12.225647624378906,6.146993865013553,2.834461257981992,38.25971181550001,8.666314266184369,4.738631368490275,1.617645272240945,,24
12,2020-11-14,NC,50.211746069502915,57.52940888526905,78.20818383923029,74.23928463539859,30.828976694149883,4.371047355962946,15.91061927487287,14.202853678559338,7.770632068797989,4.247811840039777,3.645809602964584,36.931500866143466,6.677737361308599,4.450529548871945,1.4666026903117255,289.0,25
interpolation,2020-11-15,NC,50.15601249427946,57.45997154664888,77.91137071338493,74.41152378265237,30.97553903271495,4.471672893989105,15.928710861839182,14.37443997017487,7.956899722624826,4.316801017881808,3.616701677632921,37.129678297577854,6.798259675002557,4.415921453544835,1.4384701905528714,,26
13,2020-11-30,NC,49.18497037351649,56.91708558060894,69.66839688968051,77.22428735929206,35.58367399354706,7.453685615577058,18.30097734936987,18.729932501108475,15.88814242483831,7.452849290295687,2.2477890836102308,42.692000311517766,11.152025805692,3.752911173785579,0.8735728081695256,599.0,27
gap13_14,2020-12-15,NC,49.91812275523511,57.01619886892246,66.94335548001969,77.99785381357032,36.40881249254399,8.112445920300107,18.55348123873426,19.599603404316614,18.04449693513703,8.467210574722069,1.5575655409457463,42.8845504057964,11.957456651084323,3.1474990688882007,0.6763543496793502,,28
interpolation,2020-12-31,NC,52.24757834814724,57.636887195313435,70.63160516504718,76.89656106033374,33.01250626571499,6.180045507075886,16.197281386162192,16.5870122693689,13.171031241588743,6.915702498678858,1.7856053579816866,37.31426834633741,8.703312678803329,2.6716965444621574,0.8806827813160679,,29
14,2021-01-12,NC,53.13742802753805,58.083888542269335,72.7089338129091,76.9097028862527,31.57972562469177,5.378531834034481,15.01042267594448,14.929402717554272,10.4574122819728,6.31255610033576,1.9356653793424776,34.904900325061625,7.241228453090034,2.5473548146311606,1.0110783080116443,534.0,30
interpolation,2021-01-15,NC,53.21182676576524,58.18674802513629,73.04601916666202,77.06278807178683,31.44079342739536,5.307368114557775,14.83259241335855,14.652688585621794,10.006336865268477,6.277749655147359,1.9586060479338905,34.63853216274686,7.072464738787383,2.5494574416869153,1.0353154118083439,,31
interpolation,2021-01-31,NC,52.60836760936258,58.675269276491115,73.61262928230809,78.89122278646931,32.18106483602898,5.800745353575958,14.68729461624298,14.107040544880489,9.13633718179422,6.8756256571825585,1.982498538829629,35.487591925362985,7.5015967515333255,2.784875232475491,1.1080915103981335,,32
gap14_16,2021-02-04,NC,52.194278497380985,58.78159362689067,73.43028748550837,79.61464209456993,32.75593351122631,6.153804683390317,14.862320238019198,14.215407656510585,9.322978279947275,7.2312815988422425,1.9625617295557234,36.29714369802445,7.95867058516545,2.9027306748633075,1.11142015215279,,33
interpolation,2021-02-15,NC,50.93247696565691,58.85796875606547,72.70452584934061,81.45298695954628,34.334799521628135,7.108746646522333,15.426777237995987,14.770759055956475,10.055021108397872,8.198199910933356,1.8950219563749888,38.65596101828127,9.316460418731015,3.2413960033526883,1.1303400518044406,,34
16,2021-02-28,NC,49.60168608017928,58.36802081374003,71.83829383222843,82.68419555861956,35.44222671631353,7.748532463857336,15.920749903310744,15.68193443324791,10.758228148751328,8.911248845272457,1.8292952744577051,40.66492152879502,10.530693492525508,3.5688665658045173,1.209019397214354,514.0,35
interpolation,2021-03-15,NC,48.28363498186212,57.020983392980646,70.82893600500282,82.83505107737035,35.69605481258288,7.827004351480737,16.256409164104035,17.075466374846204,11.34941440623701,9.154017747766032,1.77257512687868,41.93069296244291,11.403917145990343,3.8483707621453314,1.3757637572783321,,36
gap16_17,2021-03-31,NC,47.13454360995834,54.660977800186124,69.74064423789693,81.49642597645538,34.75754200469976,7.1315832020195575,16.337737702293325,18.96599369723557,11.719959712397186,8.728042637860947,1.7346514752989721,42.03818029495291,11.712031909047015,4.030366094169667,1.64333014131778,,37
interpolation,2021-04-15,NC,45.953953819715586,51.94758580788397,68.86945226521362,78.93456174125366,33.604055734685495,6.415582313826415,16.50879954111736,20.768751162467478,11.949423204884287,8.148565096315124,1.817358380919079,41.788205323732285,11.743538040844065,4.181041127868634,1.9319740092711797,,38
interpolation,2021-04-30,NC,44.21811748618555,49.23183258530408,68.35422105082266,75.23882218815987,33.3236802932361,6.519281580623566,17.240291884080015,22.139892091509477,12.231312957695927,8.006025536699767,2.1429728281766156,42.27612386985444,11.958659022779127,4.430085544654557,2.195942212997397,,39
17,2021-05-03,NC,43.80410996414246,48.68862180605687,68.29398805644774,74.36366979858656,33.37290506764403,6.638793443798975,17.454058888734796,22.36211295665509,12.294059127232456,8.030233036501421,2.237304067688749,42.462753326291,12.02391721420588,4.491753205808192,2.2457464278667727,527.0,40
interpolation,2021-05-15,NC,41.92527902484655,46.51557823996393,68.19576690729242,70.40971197711153,33.92080370760174,7.446080929220546,18.534022027561445,23.077638681694964,12.566271201959252,8.302781074790474,2.711990192606035,43.506090309411036,12.359063296712042,4.777953109744236,2.434998534424714,,41
interpolation,2021-05-31,NC,38.86564454298888,43.61768792295868,68.41999677007556,64.00943476011454,35.524934088445654,9.341906102330027,20.533711845180115,23.600204839953207,12.98205326641799,9.103521134225476,3.58722615225798,45.635956189701375,12.990384550753676,5.25793691597026,2.662533513679953,,42
gap17_18,2021-06-08,NC,37.09817306086157,42.16852895207835,68.68433658503437,60.32572467088879,36.701398790682035,10.641008057119361,21.773444882210793,23.676573001170222,13.212586855000083,9.691323738964233,4.128696043410622,47.01749623104525,13.385099382360247,5.540093362359542,2.7656719335267086,,43
interpolation,2021-06-15,NC,35.61847164385233,41.02363170557646,68.94348142969535,57.19049268303985,37.74240206191416,11.79951722590634,22.858244989255816,23.676557069422795,13.403728338699485,10.235664997042157,4.590185486911876,48.228741113097314,13.72018332361256,5.792243669760497,2.842276584269269,,44
interpolation,2021-06-30,NC,33.573881088708326,39.53088646065282,69.32841700522802,52.38953132700874,39.11042038107324,13.557947543046073,24.572380507565864,23.6260715836065,13.673207878347176,11.158999305992555,5.218819419956423,50.03695284900281,14.156713766254466,6.2662686890938435,2.9271127621137256,,45
18,2021-07-15,NC,33.0684181537651,39.35018924677032,69.48006540350354,50.20929096239215,39.29868585636236,14.326039425224865,25.451835383435085,23.507381648031732,13.751232254017117,11.749564931821608,5.354978722981447,50.768603646003385,14.208446150803764,6.6495809275653865,2.903654517088319,496.0,46
interpolation,2021-07-31,NC,34.22571835564696,40.603614048398775,69.3846893840651,50.77231815511578,38.19915256209406,14.053764402347502,25.469917031805238,23.30560258990707,13.623432118436236,12.012716561976621,4.9573988317866196,50.36242177236655,13.839494390292053,6.958461672362907,2.7592678696313224,,47
interpolation,2021-08-15,NC,36.90111916911867,43.134482765334624,69.05421094934249,54.00823450608918,35.94926216005191,12.775156852273664,24.624365246630067,23.045956791498106,13.305782488552147,11.91556024268822,4.075777232771294,48.86917996229693,13.095977454783291,7.154300830386718,2.512001150674862,,48
gap18_19,2021-08-25,NC,39.45114192723094,45.4671249523233,68.70569078373892,57.49561044828003,33.86224859632388,11.421081203391415,23.632234113181543,22.84545612399944,12.998705826360974,11.68115741029178,3.2403218068101496,47.33766951886166,12.40515287307292,7.234995649816081,2.2993494844828346,,49
interpolation,2021-08-31,NC,40.7982350896378,46.66492965873386,68.45490106203557,59.42125795613725,32.75245199675784,10.677180315596724,23.06237102281337,22.77109275511382,12.837366801127832,11.557416759857816,2.7833000068483416,46.54709637039977,12.016013973266645,7.267125077359693,2.219919212843112,,50
interpolation,2021-09-15,NC,42.96381973315637,48.43023854956751,67.70069717423794,62.83353975349858,30.90923224442115,9.371781578230292,21.96067605352292,22.807129880235127,12.584239593182655,11.407000883499945,1.9617387246137934,45.413246739225755,11.252867134864,7.297613502559569,2.2632729587630025,,51
19,2021-09-28,NC,43.45151065420746,48.53976071028952,66.9000329527235,64.17095014324177,30.387911366219974,8.881022251851732,21.379075154465852,23.094832465594436,12.53845064556704,11.460299545896598,1.620644442651373,45.40422880285265,10.833793683312336,7.266449527282218,2.5804090963602024,515.0,52
interpolation,2021-09-30,NC,43.412049715962716,48.43954333298299,66.76473673852708,64.24319730474319,30.396400701482214,8.858316386750005,21.320356450846745,23.160232072978356,12.54571289257702,11.48363607818071,1.5987391819077745,45.48308745088133,10.789292312337134,7.256908865389227,2.6522401689960327,,53
interpolation,2021-10-15,NC,42.14292503805682,46.6928440089803,65.64701975490294,63.650230609871095,31.213957367941017,9.136784741155855,21.141412214784836,23.830399333343518,12.721786699310924,11.787322343900115,1.6943013787302854,46.75661850536649,10.62528950568605,7.145011165848665,3.386820843542202,,54
interpolation,2021-10-31,NC,38.89810193684545,42.89625245616087,64.25495160058703,60.8124403279072,33.55087634718881,10.305829329466693,21.45876227569751,24.893996407339152,13.14589300819594,12.361111731218081,2.3012423682958083,49.44039693292455,10.780359524116342,6.9472628058333665,4.550702200845194,,55
gap19_20,2021-11-02,NC,38.39847624815056,42.33040795571604,64.07832575699717,60.346318389414094,33.91301496520766,10.494422150653861,21.527837886538155,25.03502175628064,13.210267944056,12.441369138345804,2.4035535124021528,49.8390034791043,10.819206510425541,6.9187531234165105,4.709172353939193,,56
interpolation,2021-11-15,NC,35.82348229448582,39.49917457833576,63.24102940438748,58.04341067904909,35.65398496640079,11.38088752519576,21.93162874075453,25.52423100966183,13.53200279798425,12.746805970641828,2.9326972770069317,51.86817059943369,11.054428188708858,6.764803888250388,5.409915938691122,,57
interpolation,2021-11-30,NC,34.300954243323105,38.056148720920845,62.94427250985958,56.951807699052736,36.34263739500645,11.6727427289832,22.30018609139351,25.168029808741817,13.694953597398385,12.633493331525138,3.250586019364681,52.99953942785271,11.288611316240255,6.654722741152255,5.50917796032382,,58
20,2021-12-02,NC,34.21521964561408,38.01138475925208,62.958890746715504,56.93299953892279,36.32758769553029,11.65248141898594,22.341445938389352,25.046005610151923,13.699819469158667,12.580682237708748,3.269279519110127,53.052438017208445,11.316822159333158,6.64551379753136,5.464994322427626,591.0,59
interpolation,2021-12-15,NC,34.33051778335732,38.567174883916145,63.36468091700336,57.53763138791819,35.616833633005804,11.181394940829021,22.56443432761447,23.82539280457912,13.634745406438348,12.021173813868016,3.2549085953690584,52.83450341818163,11.48290890671054,6.617019364538973,4.848488265743291,,60
gap20_21,2021-12-21,NC,34.776928844906145,39.31871991482912,63.73365056432895,58.24164033074566,34.93046439483578,10.765558987823695,22.640927070065803,23.01213597800609,13.548177612749567,11.636524080813842,3.1688390991918647,52.40549565964796,11.54945999252154,6.622203789629418,4.371425907371377,,61
interpolation,2021-12-31,NC,36.04560974060673,41.232574042280824,64.59395985673878,59.97963753085254,33.308853521744474,9.808132526112749,22.734175112564277,21.32775163379155,13.330172982049712,10.830700092191142,2.9179295847420583,51.248796268708865,11.646444504851573,6.658387637604833,3.320074639964848,,62
interpolation,2022-01-15,NC,37.34537585187013,43.39545735708421,65.81021370927743,61.76857260438653,31.45930278611913,8.703191706278078,22.985758606165483,19.49805128200374,13.209226196973756,10.090803892723828,2.561341397727978,49.776619213396685,11.77595065440237,6.899143489802229,2.0833054632286454,,63
21,2022-01-25,NC,37.37463918673019,43.82952803702929,66.41746058728461,61.90751162355538,31.01893583334349,8.413053899577633,23.273520398431277,19.09125803901894,13.355895555537495,10.113036699012667,2.4012774093864664,49.278535582037755,11.855601972408266,7.212908582304345,1.7089546475243511,620.0,64
interpolation,2022-01-31,NC,37.070694183749055,43.70295545750558,66.70363052899377,61.58626023959282,31.059099740132346,8.410423147662069,23.492272627658913,19.159376777979578,13.531180581343662,10.324327207464519,2.335061020734024,49.16529861494046,11.900825295041063,7.4600199351638965,1.6572063541157935,,65
interpolation,2022-02-15,NC,35.25589994475863,42.116631080992256,67.16253321342329,59.45548948207064,32.15826976453246,8.96642292009172,24.190402924357894,20.354062434722092,14.255791837113193,11.502079622070632,2.267373500884439,49.49124954814723,12.005459096687817,8.270907418019632,2.0950397012654003,,66
interpolation,2022-02-28,NC,32.46404604785683,39.27438479377827,67.26382325477648,56.0746570594176,34.26500674981823,10.098377965427751,24.97022663991378,22.573194850248445,15.214737857562659,13.273361924968754,2.321786083517892,50.47752378469083,12.086406741300946,9.196824863978081,3.129931095348215,,67
gap21_22,2022-03-01,NC,32.202402201052465,38.99931077831684,67.26021381109267,55.755586702567356,34.47145278576863,10.210454837218869,25.036935289511028,22.789425735276733,15.301231766781177,13.438482238406026,2.3303207090987894,50.58045962703128,12.092259060752697,9.276631909596045,3.234747195914322,,68
interpolation,2022-03-15,NC,28.63860465254721,35.20502807005948,67.09929773508777,51.24789054463886,37.28568699772269,11.723520847110667,25.916982693473333,25.810082107764785,16.424388105724496,15.595691036684535,2.4785662938943918,52.0482043081727,12.174678285068126,10.295694091875617,4.676411224214303,,69
interpolation,2022-03-31,NC,25.6077155868086,31.916114942445528,66.72468098332962,46.86097032706572,39.57459099257929,12.886812301385413,26.642448787770284,28.546783555845135,17.224290228999024,17.111167153091674,2.6766750786856677,53.4011168190248,12.276184223301827,11.005217465980566,5.854835599349665,,70
22,2022-04-09,NC,24.403230521604495,30.570517420822867,66.42546474456176,44.76436131383151,40.41635832517223,13.269470934249588,26.916829545994236,29.74053770839865,17.44335121248137,17.509611871992885,2.80101470555376,54.00437042719002,12.336799885993116,11.187609659530644,6.291755342573999,526.0,71
interpolation,2022-04-15,NC,23.800396491844644,29.875218851471832,66.19058952568831,43.515035415335625,40.799240081095306,13.415899565426223,27.04627248354964,30.39811764530433,17.497038283792435,17.593637445962568,2.8890691643016884,54.34343562762452,12.378617756761242,11.222518573477114,6.492657584274497,,72
interpolation,2022-04-30,NC,22.99385746542842,28.843154985818504,65.47950943623921,40.91116772190686,41.13240684058352,13.401601209136286,27.18270833969284,31.558170910780152,17.308018416866688,17.168086545677827,3.1272701207637073,54.970235077846034,12.488088435090317,11.006390272205746,6.6785916336207105,,73
interpolation,2022-05-15,NC,23.18809850755993,28.819923345485545,64.59144071498233,39.04936724677942,40.574091271043955,12.843917232515608,27.05175635619988,32.026943352272625,16.657230628221786,15.834514452237473,3.391277948071725,55.28151516968936,12.604596258289058,10.356832562166469,6.412637747388307,,74
interpolation,2022-05-31,NC,24.335116352567624,29.754000819893793,63.52334043445039,37.81290158676557,39.16350461500296,11.766150846831556,26.63996272970131,31.81781841267269,15.531910283351575,13.633636019251957,3.6721157086386493,55.268275568958536,12.718541041141203,9.272667984542394,5.713333350867162,,75
gap22_23,2022-06-07,NC,24.855729998591592,30.205437762584776,63.147032692834,37.39515768484217,38.57563430570566,11.341337916093527,26.41112255928032,31.58871845598221,15.036100666539717,12.808139202281328,3.7435019030469148,55.154794299116084,12.733323140189993,8.822892122379214,5.41707580278271,,76
interpolation,2022-06-15,NC,25.411489274359457,30.703326236693467,62.80899565618567,36.987242927430486,37.98023187490389,10.92848752050059,26.120679964588213,31.241541272485456,14.49224329422166,12.039649541313597,3.777188904151939,54.94565182931994,12.718180928359219,8.355342338436953,5.112606060858221,,77
interpolation,2022-06-30,NC,26.340758140178075,31.585003677010814,62.43975945455989,36.42223493604476,37.08364420200087,10.363262056716223,25.492981056898255,30.345206651430257,13.538009516664124,11.101670336048926,3.702647520630785,54.32509212727063,12.597685668145589,7.612315840390236,4.639792444708669,,78
23,2022-07-06,NC,26.671276550833017,31.9187332197227,62.388695375368464,36.26921392651629,36.805280951654545,10.213454472715524,25.211544973900747,29.897056708365145,13.180237304881375,10.91016069029169,3.6225388850926783,53.9934461769759,12.515849722779274,7.363909002627992,4.4864828269294765,624.0,79
interpolation,2022-07-15,NC,27.122922950023465,32.39903314084583,62.41563182957301,36.117877612608375,36.47374159629386,10.070474455478456,24.75686600663142,29.128814549507087,12.669208950678964,10.81969840345794,3.4484915580751854,53.40659646281057,12.357055260500307,7.043588490402241,4.294892502418505,,80
interpolation,2022-07-31,NC,27.795090721052507,33.19276813263599,62.77028203850459,36.08052475939372,36.1391694687158,10.058454747098416,23.852177938084292,27.478555172987903,11.836654731272345,11.241994135907884,2.979416684235692,52.09847611548491,11.967967196509566,6.6290623780531055,4.067988524496234,,81
gap23_24,2022-08-10,NC,28.12859862487295,33.64757573230148,63.18797554418977,36.20390152253501,36.09644803295082,10.207510054580782,23.22962828339811,26.270303942091537,11.368807329734095,11.880351180900286,2.585307486295234,51.11621778565608,11.658954782268694,6.470513273531414,3.9993568852907835,,82
interpolation,2022-08-15,NC,28.243130343191364,33.825844546967566,63.396305350069106,36.24206530812918,36.13575535902253,10.312914831586632,22.995671705275786,25.75249133649251,11.203332811844655,12.22931369705957,2.4073844673755906,50.70428451480059,11.54626398211997,6.417239764428434,3.9738797327900337,,83
interpolation,2022-08-31,NC,28.2603383691312,34.0185642112106,63.81903988377621,35.98001240342601,36.58698216938303,10.728053362708572,22.9905032981298,25.063573015979976,11.206148938626605,13.148250186991238,2.128011895162487,50.27731724883181,11.630423122459964,6.350556727729473,3.8799935903403813,,84
24,2022-09-11,NC,27.9634184066503,33.81716332210843,63.89406127154294,35.46026598821181,37.18486929191812,11.082268970940786,23.64414440787496,25.445657025297535,11.67863077417123,13.605227839747586,2.1922658209146015,50.771551368443546,12.081427177700627,6.396457024379538,3.804522169278763,671.0,85
interpolation,2022-09-15,NC,27.793073676795732,33.67647296682497,63.877784482416324,35.202664252733776,37.460397677973766,11.224975226072882,24.014598627511194,25.75746845387158,11.9455020978808,13.73609018134148,2.267413222026204,51.11041915233576,12.32485181319358,6.431682361420088,3.774871006442724,,86
interpolation,2022-09-30,NC,26.85800522640794,32.828479209910164,63.60984937778842,33.910793309267646,38.76967483870427,11.826151435021863,26.034443032132035,27.747902307929742,13.397803360744142,14.05909504831041,2.7951820779029863,53.137118199726494,13.614954210377073,6.65181539568737,3.6531958496246393,,87
gap24_25,2022-10-05,NC,26.442359352267047,32.43339184370985,63.44794218663066,33.365831263051405,39.302958703867716,12.049711137023673,26.929002072614413,28.69949990731947,14.04033669361173,14.10791108677087,3.05740892519815,54.077928358609356,14.17736027753821,6.756083607237945,3.608959114480738,,88
interpolation,2022-10-15,NC,25.498592220083996,31.52515776105733,63.024101732292166,32.15520418294942,40.45368629217922,12.506875079126106,28.94274933891674,30.915153426982712,15.487099600396416,14.121535046785217,3.676497587657633,56.234472807984,15.439156223338943,6.998797492841281,3.5205323681288707,,89
interpolation,2022-10-31,NC,24.34502487511785,30.52239355052999,62.20492613389119,30.66481359189853,41.588130078630144,12.886208056884806,31.137666341094363,33.48546839078508,17.082217489792864,13.976026399220846,4.393957296650845,58.556588994410674,16.890937196071917,7.294932974198615,3.4647559190998334,,90
25,2022-11-09,NC,23.94512138806128,30.267329876856618,61.67932403481979,30.13370315384314,41.764992652408466,12.87718880267299,31.678101991599274,34.24930475298791,17.49202172304728,13.809207542244115,4.604813534852728,59.09356033210774,17.321244283442507,7.395920241750045,3.486930360535724,586.0,91
interpolation,2022-11-15,NC,23.77811032115167,30.220883905640346,61.30299630545055,29.902523236237187,41.69839621248724,12.78221834485135,31.76071035998122,34.48574267248209,17.570244713404456,13.664006873837591,4.668298421077934,59.14385361703863,17.453587791106216,7.437009510499506,3.5231327990988754,,92
interpolation,2022-11-30,NC,23.709152056159272,30.537356650247215,60.27143482706824,29.754701419397332,40.88613823414373,12.233440524415725,30.99534405242808,34.12208534430713,17.083372777953876,13.182046863010799,4.557209849291432,58.192680205330724,17.243598966557098,7.44790816537626,3.6886070671273674,,93
interpolation,2022-12-15,NC,24.134661936221743,31.467049057267886,59.112068844157136,30.216840417743526,39.158013463889354,11.243001791996052,28.850913173632264,32.40310573239836,15.628517236680155,12.532058938799464,4.063333838391528,55.71361203649201,16.265858346957774,7.328540607231608,3.960262240760874,,94
gap25_26,2022-12-21,NC,24.36197345267295,31.89956072998305,58.65514622075277,30.46736493015566,38.36556956320942,10.796087464143097,27.824945753367196,31.536793133731223,14.936810312074451,12.269617133782978,3.820220386656193,54.540043461381714,15.773771000618357,7.265579151479491,4.077282593645837,,95
interpolation,2022-12-31,NC,24.669831315270418,32.50145777489159,57.97744760223699,30.782834250570065,37.19023059834223,10.115461780022267,26.285930084221928,30.220204088933837,13.929107300396323,11.907795965903976,3.4658834689013767,52.78683980301546,15.026473596562127,7.178832120469504,4.245223502904697,,96
interpolation,2023-01-15,NC,24.965224363491924,33.12550081971524,57.15739753499032,31.01680807430306,35.768005439165044,9.245065899858435,24.37802384135525,28.54359853653738,12.757729023499564,11.542209152714713,3.053562862122458,50.63221548769483,14.076265396359341,7.091341406556585,4.433635619411555,,97
26,2023-01-17,NC,24.98952373698029,33.18342846364818,57.065873332045214,31.02631438324289,35.6092731027313,9.142662315742172,24.159958973956876,28.34709500289302,12.632387899062916,11.509525385391864,3.0093928670186356,50.38801533860082,13.965051206465567,7.083541082857449,4.452999969849886,501.0,98
interpolation,2023-01-31,NC,25.060226820649127,33.422383931048635,56.54257863345088,30.94995839877356,34.70170796513418,8.515761367482712,22.87280694598335,27.1497416682228,11.958198635736979,11.386553590806443,2.771395937150917,48.96245584848735,13.288539319655708,7.054403036971128,4.550620205815695,,99
interpolation,2023-02-15,NC,24.94296337959738,33.35499671997511,56.2098432603111,30.59064143342276,34.12462536050348,8.018711249442058,21.9584315100277,26.21286559252942,11.630457435578887,11.460286225417693,2.654653559608195,47.98628084029397,12.76176112603918,7.072634307911317,4.5815541888165985,,100
